original_name,frequency,normalized_name
"IWG HIGH PERFORMANCE CONDUCTORS, INC. (FKA PHELPS DODGE HIGH PERFORMANCE CONDUCTORS OF SC & GA, INC.)",1,IWG HIGH PERFORMANCE CONDUCTORS INC FKA PHELPS DODGE HIGH PERFORMANCE CONDUCTORS OF SC & GA INC
JAC PATENT COMPANY,1,JAC PATENT CO
JAC PATENT CORPORATION,1,JAC PATENT CORP
"JAC PRODUCTS, INC.",1,JAC PRODUCTS INC
"JACUZZI BRANDS, INC.",1,JACUZZI BRANDS INC
"JACUZZI BRANDS, INC. (N/K/A REXNORD-ZURN HOLDINGS, INC.)",1,JACUZZI BRANDS INC N K A REXNORD-ZURN HOLDINGS INC
"JAMES JONES COMPANY, LLC",1,JAMES JONES CO LLC
"JARVIS CASTER, LLC (F/K/A JARVIS CASTER COMPANY)",1,JARVIS CASTER LLC F K A JARVIS CASTER CO
JCS REALTY CORP.,1,JCS REALTY CORP
JEFFERSON SMURFIT CORPORATION (U.S.),1,JEFFERSON SMURFIT CORP US
JEWELL INSTRUMENTS LLC,1,JEWELL INSTRUMENTS LLC
"JIBBITZ, LLC",1,JIBBITZ LLC
"JJI LIGHTING GROUP, INC.",1,JJI LIGHTING GROUP INC
JOHN MORRELL & CO.,1,JOHN MORRELL & CO
JOHN SANDS (AUSTRALIA) LTD.,1,JOHN SANDS AUSTRALIA LTD
JOHN SANDS (N.Z.) LTD.,1,JOHN SANDS N Z LTD
JOHN SANDS HOLDING CORP.,1,JOHN SANDS HOLDING CORP
"JONES, KYLE DAVID",1,JONES KYLE DAVID
JTC ACQUISITION LLC,1,JTC ACQUISITION LLC
"K SPINE, INC.",1,K SPINE INC
"K-K ACQUISITION, INC.",1,K-K ACQUISITION INC
"K2 SNOWSHOES, INC.",1,K2 SNOWSHOES INC
KAIAM CORP,1,KAIAM CORP
"KAMAN MUSIC CORPORATION, AS SUCCESSOR BY MERGER TO LATIN PERCUSSION, INC.",1,KAMAN MUSIC CORP AS SUCCESSOR BY MERGER TO LATIN PERCUSSION INC
KASTLE ACQUISITION LLC,1,KASTLE ACQUISITION LLC
"KASTLE AUSTRALIA, LLC",1,KASTLE AUSTRALIA LLC
KASTLE CHICAGO LLC,1,KASTLE CHICAGO LLC
KASTLE DEVELOPMENT ASSOCIATES LLC,1,KASTLE DEVELOPMENT ASSOCIATES LLC
KASTLE HOLDING COMPANY LLC,1,KASTLE HOLDING CO LLC
KASTLE NEW YORK LLC,1,KASTLE NEW YORK LLC
KASTLE PHILADELPHIA LLC,1,KASTLE PHILADELPHIA LLC
KASTLE SECURITY ASSOCIATES LLC,1,KASTLE SECURITY ASSOCIATES LLC
KASTLE SOFTWARE ASSOCIATES LLC,1,KASTLE SOFTWARE ASSOCIATES LLC
KASTLE SYSTEMS INTERNATIONAL LLC,1,KASTLE SYSTEMS INTERNATIONAL LLC
KASTLE SYSTEMS LLC,1,KASTLE SYSTEMS LLC
KASTLE SYSTEMS OF CALIFORNIA LLC,1,KASTLE SYSTEMS OF CALIFORNIA LLC
KASTLE SYSTEMS OF LOS ANGELES LLC,1,KASTLE SYSTEMS OF LOS ANGELES LLC
KASTLE SYSTEMS OF LOS ANGELES PARTNERSHIP,1,KASTLE SYSTEMS OF LOS ANGELES PARTNERSHIP
KASTLE SYSTEMS OF TEXAS LLC,1,KASTLE SYSTEMS OF TEXAS LLC
KATHREIN INTELLECTUAL PROPERTY GMBH,1,KATHREIN INTELLECTUAL PROPERTY GMBH
KATHREIN SE,1,KATHREIN SE
KAYNAR TECHNOLOGIES INC.,1,KAYNAR TECHNOLOGIES INC
"KBI BIOPHARMA, INC.",1,KBI BIOPHARMA INC
"KDAF, LLC",1,KDAF LLC
KENEXA BRASSRING INC,1,KENEXA BRASSRING INC
"KENEXA BRASSRING, INC.",1,KENEXA BRASSRING INC
"KENEXA COMPENSATION, INC. (FORMERLY SALARY.COM, INC.)",1,KENEXA COMPENSATION INC FORMERLY SALARY COM INC
"KENEXA GOVERNMENT SOLUTIONS, INC.",1,KENEXA GOVERNMENT SOLUTIONS INC
KENEXA STRATEGIC OUTSOURCING CORPORATION,1,KENEXA STRATEGIC OUTSOURCING CORP
"KENWOOD SILVER COMPANY, INC.",1,KENWOOD SILVER CO INC
KERR-MCGEE CORPORATION,1,KERR-MCGEE CORP
"KEURIG, INCORPORATED",1,KEURIG INC
"KEY ENERGY SERVICES, INC.",1,KEY ENERGY SERVICES INC
"KIAH, LLC",1,KIAH LLC
"KICTEAM, INC.",1,KICTEAM INC
"KIDS2, INC.",1,KIDS2 INC
"KIEL CHEESE, LLC",1,KIEL CHEESE LLC
"KIEL LABORATORIES, INC.",1,KIEL LABORATORIES INC
"KIIP, INC.",1,KIIP INC
"KINDRED BIOSCIENCES, INC.",1,KINDRED BIOSCIENCES INC
"KINETIC CONCEPTS, INC., A CORP. OF TX",1,KINETIC CONCEPTS INC A CORP OF TX
"KINETICS GROUP, INC.",1,KINETICS GROUP INC
KIRBY LESTER LLC,1,KIRBY LESTER LLC
KKR LOAN ADMINISTRATION SERVICES LLC,1,KKR LOANADMINISTRATION SERVICES LLC
"KLIPSCH, L.L.C.",1,KLIPSCH LLC
"KNOBBE, MARTENS, OLSON & BEAR, LLP",1,KNOBBE MARTENS OLSON & BEAR LLP
"KPLR, INC.",1,KPLR INC
"KRAMER LABORATORIES, INC.",1,KRAMER LABORATORIES INC
"KRCW, LLC",1,KRCW LLC
KRONE DIGITAL COMMUNICATIONS INC. C/O KRONE INC.,1,KRONE DIGITAL COMMUNICATIONS INC C O KRONE INC
"KRONE DIGITAL COMMUNICATIONS, INC.",1,KRONE DIGITAL COMMUNICATIONS INC
KRUSIN INTERNATIONAL CORP.,1,KRUSIN INTERNATIONAL CORP
KSR IP HOLDINGS LLC,1,KSR IP HOLDINGS LLC
"KSWB, LLC",1,KSWB LLC
"KTLA, LLC",1,KTLA LLC
"KTXL, LLC",1,KTXL LLC
KURZ-KASCH INDUSTRIA E COMERCIO DE AUTOPARTES LTDA,1,KURZ-KASCH INDUSTRIA E COMERCIO DE AUTOPARTES LTDA
"KUSTOM ACQUISITION, INC.",1,KUSTOM ACQUISITION INC
"KWGN, LLC",1,KWGN LLC
"L-TEC CANADA, INC.",1,L-TEC CANADA INC
"LAARS, INC.",1,LAARS INC
"LABARGE, INC.",1,LABARGE INC
"LAND O'LAKES HOLDINGS, INC.",1,LAND O LAKES HOLDINGS INC
LAND O'LAKES INC.,1,LAND O LAKES INC
LAND O'LAKES INTERNATIONAL DEVELOPMENT CORPORATION,1,LAND O LAKES INTERNATIONAL DEVELOPMENT CORP
LAND O'LAKES PURINA FEED LLC,1,LAND O LAKES PURINA FEED LLC
"LANG, HARVEY",1,LANG HARVEY
"LANYON SOLUTIONS, INC. (F/K/A THE ACTIVE NETWORK, INC.)",1,LANYON SOLUTIONS INC F K A THE ACTIVE NETWORK INC
"LANYON SOLUTIONS, INC.(F/K/A THE ACTIVE NETWORK, INC.)",1,LANYON SOLUTIONS INC F K A THE ACTIVE NETWORK INC
LAR PROCESS ANALYSERS AG,1,LAR PROCESS ANALYSERS AG
LAROCHE CHEMICALS INC.,1,LAROCHE CHEMICALS INC
LAROCHE INDUSTRIES INC.,1,LAROCHE INDUSTRIES INC
LAU ACQUISITION CORP.,1,LAU ACQUISITION CORP
"LDM HOLDING CANADA, INC.",1,LDM HOLDING CANADA INC
"LDM HOLDING MEXICO, INC.",1,LDM HOLDING MEXICO INC
"LDM TECHNOLOGIES, INC.",1,LDM TECHNOLOGIES INC
"LEAP MOTION, INC.",1,LEAP MOTION INC
"LEAP PCS MEXICO, INC.",1,LEAP PCS MEXICO INC
"LEAP WIRELESS INTERNATIONAL, INC.",1,LEAP WIRELESS INTERNATIONAL INC
LEAR CORPORATION (NOTTINGHAM) LIMITED,1,LEAR CORP NOTTINGHAM LTD
LEAR CORPORATION GMBH,1,LEAR CORP GMBH
LEAR CORPORATION ITALIA S.R.L.,1,LEAR CORP ITALIA SRL
LEAR CORPORATION SWEDEN AB,1,LEAR CORP SWEDENAB
LENDER AND DIVERSIFIED PRODUCTS CORPORATION,1,LENDER & DIVERSIFIED PRODUCTS CORP
LEOPOLD HOLDING CORP.,1,LEOPOLD HOLDING CORP
LEVI STRAUSS & CO.,1,LEVI STRAUSS & CO
"LEWIS, SCOTT W.",1,LEWIS SCOTT W
"LIBERTY TECHNOLOGIES, INC.",1,LIBERTY TECHNOLOGIES INC
LICOM INC.,1,LICOM INC
LIFESPAN BRANDS LLC,1,LIFESPAN BRANDS LLC
LIGHTNINGLABELS.COM LLC,1,LIGHTNINGLABELS COM LLC
LIME ENERGY CO.,1,LIME ENERGY CO
"LIN PAC, INC.",1,LIN PAC INC
"LINQ INDUSTRIAL FABRICS, INC.",1,LINQ INDUSTRIAL FABRICS INC
"LISCO FEEDING, INC.",1,LISCO FEEDING INC
"LISCO FEEDINGS, INC.",1,LISCO FEEDINGS INC
"LIVEFYRE, INC.",1,LIVEFYRE INC
"LIVELOOK, INC.",1,LIVELOOK INC
LIVEVAULT CORPORATION,1,LIVEVAULT CORP
"LOAD KING, LLC",1,LOAD KING LLC
"LOCAL PRO PLUS REALTY, LLC",1,LOCAL PRO PLUS REALTY LLC
LOGIC ACQUISITION CORP.,1,LOGIC ACQUISITION CORP
LOGIC ACQUISTION CORP.,1,LOGIC ACQUISTION CORP
"LOGICAL IMAGING SOLUTIONS, INC.",1,LOGICAL IMAGING SOLUTIONS INC
"LOL HOLDINGS II, INC.",1,LOL HOLDINGS II INC
"LONE STAR STEEL COMPANY, L.P.",1,LONE STAR STEEL CO LP
LOPAREX LLC,1,LOPAREX LLC
"LOS ANGELES TIMES COMMUNICATIONS, LLC",1,LOS ANGELES TIMES COMMUNICATIONS LLC
"LOUD TECHNOLOGIES, INC., A WASHINGTON CORPORATION (AS ASSIGNEE OF MACKIE DESIGNS, INC.)",1,LOUD TECHNOLOGIES INC A WASHINGTON CORP AS ASSIGNEE OF MACKIE DESIGNS INC
"LOWE BOATS, INC.",1,LOWE BOATS INC
"LOWEY, ELIOT",1,LOWEY ELIOT
"LSC COMMUNICATIONS US, LLC",1,LSC COMMUNICATIONS US LLC
LTT GLOBAL CONSULTANTS,1,LTT GLOBAL CONSULTANTS
"LUMEND, INC.",1,LUMEND INC
LUMERA CORPORATION,1,LUMERA CORP
LUMIRADX UK LTD,1,LUMIRADX UK LTD
"LUMITEX, INC.",1,LUMITEX INC
LUND ACQUISITION CORPORATION,1,LUND ACQUISITION CORP
"LUND BOATS, INC.",1,LUND BOATS INC
"LUND INTERNATINAL, INC.",1,LUND INTERNATINAL INC
LUND INTERNATIONAL HOLDING COMPANY,1,LUND INTERNATIONAL HOLDING CO
LYRIS TECHNOLOGIES INC.,1,LYRIS TECHNOLOGIES INC
"LYRIS TECHNOLOGIES, INC.",1,LYRIS TECHNOLOGIES INC
"M & R HOLDINGS, INC.",1,M & R HOLDINGS INC
"M & R SALES AND SERVICE, INC.",1,M & R SALES & SERVICE INC
"M&D BALLOONS, INC.",1,M & D BALLOONS INC
"M&G DURA-VENT, INC.",1,M & G DURA-VENT INC
M-MASH,1,M-MASH
"M-QUBE, INC.",1,M-QUBE INC
"M. TECHNOLOGIES, INC. (D/B/A EDO MTECH INC.)",1,M TECHNOLOGIES INC D B A EDO MTECH INC
"M/A-COM TECHNOLOGY SOLUTIONS HOLDINGS, INC",1,M A-COM TECHNOLOGY SOLUTIONS HOLDINGS INC
"MAAG PUMP SYSTEMS, INC., FORMERLY MAAG PUMP SYSTEMS TEXTRON INC.",1,MAAG PUMP SYSTEMS INC FORMERLY MAAG PUMP SYSTEMS TEXTRON INC
"MACDERMID PRINTING SOLUTIONS, LLC, AS SUCCESSOR IN INTEREST TO PT SUB, INC. AND W.R. GRACE & CO.",1,MACDERMID PRINTING SOLUTIONS LLC AS SUCCESSOR IN INTEREST TO PT SUB INC & W R GRACE & CO
"MACON ELECTRIC COIL, INC.",1,MACON ELECTRIC COIL INC
"MACROMEDIA, INC.",1,MACROMEDIA INC
"MACTEC, INC.",1,MACTEC INC
MADE2MANAGE SYSTEMS INC.,1,MADE2MANAGE SYSTEMS INC
"MADE2MANAGE SYSTEMS, INC.",1,MADE2MANAGE SYSTEMS INC
MADISON RESEARCH CORPORATION,1,MADISON RESEARCH CORP
"MADRIGAL PHARMACEUTICALS, INC.",1,MADRIGAL PHARMACEUTICALS INC
"MAG AEROSPACE INDUSTRIES, INC.",1,MAG AEROSPACE INDUSTRIES INC
MAGELAN CORPORATION,1,MAGELAN CORP
"MAGIC AMERICAN PRODUCTS, INC.",1,MAGIC AMERICAN PRODUCTS INC
"MAGIC T MUSIC PUBLISHING COMPANY, LLC",1,MAGIC T MUSIC PUBLISHING CO LLC
"MAGICSILK, INC.",1,MAGICSILK INC
MAGSEIS FF LLC,1,MAGSEIS FF LLC
"MAGSHIELD TECHNOLOGIES, LLC",1,MAGSHIELD TECHNOLOGIES LLC
MAI SYSTEMS CORPORATION A CORP. OF DE,1,MAI SYSTEMS CORPORATIONA CORP OF DE
MALLINCKRODT NUCLEAR MEDICINE LLC,1,MALLINCKRODT NUCLEAR MEDICINE LLC
MALLINCKRODT PHARMA IP TRADING DAC,1,MALLINCKRODT PHARMA IP TRADING DAC
MALLINCKRODT PHARMA IP TRADING DESIGNATED ACTIVITY COMPANY,1,MALLINCKRODT PHARMA IP TRADING DESIGNATED ACTIVITY CO
"MANDLI COMMUNICATIONS, INC.",1,MANDLI COMMUNICATIONS INC
"MANIAN, BALA",1,MANIAN BALA
"MANITOWOC COMPANY, INC., THE",1,MANITOWOC CO INC
MANUFACTURERS NATIONAL BANK OF DETROIT,1,MANUFACTURERS NATIONAL BANK OF DETROIT
"MANUFACTURERS NATIONAL BANK OF DETROIT AND DONALD E. BLACK, TRUSTEES",1,MANUFACTURERS NATIONAL BANK OF DETROIT & DONALD E BLACK TRUSTEES
MANUFACTURERS' SERVICES LIMITED,1,MANUFACTURERS SERVICES LTD
MAPLE CHASE COMPANY,1,MAPLE CHASE CO
"MARGAUX, INC.",1,MARGAUX INC
"MARKET METRICS, LLC",1,MARKET METRICS LLC
MARKPORT LIMITED,1,MARKPORT LTD
"MASLAND CARPETS, LLC",1,MASLAND CARPETS LLC
"MASLAND INDUSTRIES, INC.",1,MASLAND INDUSTRIES INC
"MASSTRON, INC.",1,MASSTRON INC
"MASTER-BILT PRODUCTS, LLC",1,MASTER-BILT PRODUCTS LLC
"MATCH.COM, L.L.C.",1,MATCH COM LLC
"MATRICS, INC.",1,MATRICS INC
"MATTHÄSS, SYLVIO, MR.",1,MATTHÄSS SYLVIO MR
"MAUI JIM, INC.",1,MAUI JIM INC
"MAUSGROVER, ROBERT",1,MAUSGROVER ROBERT
"MAXISCALE (ASSIGNMENT FOR THE BENEFIT OF CREDITORS), LLC",1,MAXISCALE ASSIGNMENT FOR THE BENEFIT OF CREDITORS LLC
"MAXISCALE, INC.",1,MAXISCALE INC
"MBS POLYMET, INC.",1,MBS POLYMET INC
"MCALISTER TECHNOLOGIES, LLC",1,MCALISTER TECHNOLOGIES LLC
"MCDAVID, INC.",1,MCDAVID INC
"MCG PCS LICENSEE CORPORATION, INC.",1,MCG PCS LICENSEE CORP INC
"MCWANE, INC.",1,MCWANE INC
"MD-10 HAYS STREET, LLC",1,MD-10 HAYS STREET LLC
"MD-10750 LITTLE PATUXENT PARKWAY, LLC",1,MD-10750 LITTLE PATUXENT PARKWAY LLC
"MD-3400 CARLINS PARK DRIVE, LLC",1,MD-3400 CARLINS PARK DRIVE LLC
"MD-NORTH CALVERT STREET, LLC",1,MD-NORTH CALVERT STREET LLC
"MD-SUN PARK, LLC",1,MD-SUN PARK LLC
"MED-VANTAGE, INC.",1,MED-VANTAGE INC
"MEDICAL ANALYSIS SYSTEMS, INC.",1,MEDICAL ANALYSIS SYSTEMS INC
MEDICAL BIOLOGY INSTITUTE,1,MEDICAL BIOLOGY INSTITUTE
"MEDICAL DEVICE MANUFACTURING, INC.",1,MEDICAL DEVICE MANUFACTURING INC
MEDICITY LLC,1,MEDICITY LLC
MEDICURE INC.,1,MEDICURE INC
"MEDILASE, INC.",1,MEDILASE INC
MEDPRESENCE CORPORATION,1,MEDPRESENCE CORP
"MEDSOURCE TECHNOLOGIES, INC.",1,MEDSOURCE TECHNOLOGIES INC
"MEDSOURCE TRENTON, INC.",1,MEDSOURCE TRENTON INC
"MEDTREX, INC.",1,MEDTREX INC
"MEDWAVES, INC.",1,MEDWAVES INC
"MEGA SYSTEMS & CHEMICALS, INC.",1,MEGA SYSTEMS & CHEMICALS INC
MELNOR INC.,1,MELNOR INC
"MELNOR, INC.",1,MELNOR INC
MEMPHIS PROPERTY CORPORATION,1,MEMPHIS PROPERTY CORP
MENDOCINO SORTWARE,1,MENDOCINO SORTWARE
MERCANTILE BANK OF MICHIGAN,1,MERCANTILE BANK OF MICHIGAN
"MERCHANT-LINK, LLC",1,MERCHANT-LINK LLC
"MERIDIAN AUTOMOTIVE SYSTEMS - GRAND RAPIDS OPERATIONS, INC. FORMERLY KNOWN AS THE LESLIE METAL ARTS CO., INC.",1,MERIDIANAUTOMOTIVE SYSTEMS - GRAND RAPIDS OPERATIONS INC FORMERLY KNOWNAS THE LESLIE METAL ARTS CO INC
"MERIDIAN AUTOMOTIVE SYSTEMS - GRAND RAPIDS OPERATIONS., INC., FKA LESLIE METAL ARTS CO., INC.",1,MERIDIANAUTOMOTIVE SYSTEMS - GRAND RAPIDS OPERATIONS INC FKA LESLIE METAL ARTS CO INC
MERIT INDUSTRIES INC.,1,MERIT INDUSTRIES INC
"METABOLIC SOLUTIONS DEVELOPMENT COMPANY, LLC",1,METABOLIC SOLUTIONS DEVELOPMENT CO LLC
METAWAVE COMMUNICATIONS CORPORATION,1,METAWAVE COMMUNICATIONS CORP
METREX RESEARCH LLC,1,METREX RESEARCH LLC
METRIC SYSTEMS CORPORATION,1,METRIC SYSTEMS CORP
"METROMILE, INC.",1,METROMILE INC
"MHF SERVICES, LLC (F/K/A PENGUIN LOGISTICS LLC)",1,MHF SERVICES LLC F K A PENGUIN LOGISTICS LLC
"MI-3117 PLAZA DRIVE, LLC",1,MI-3117 PLAZA DRIVE LLC
"MI-DAVIS ROAD, LLC",1,MI-DAVIS ROAD LLC
MICATU INC.,1,MICATU INC
MICRO CRAFT INC.,1,MICRO CRAFT INC
"MICRO FILTRATION, INC.",1,MICRO FILTRATION INC
"MICROBANK SOFTWARE, INC. (RELEASEE)",1,MICROBANK SOFTWARE INC RELEASEE
MICROPORT ORTHOPEDICS HOLDINGS INC.,1,MICROPORT ORTHOPEDICS HOLDINGS INC
"MICROSEISMIC, INC.",1,MICROSEISMIC INC
MICROSEMI CORP. - HIGH PERFORMANCE TIMING,1,MICROSEMI CORP - HIGH PERFORMANCE TIMING
"MICROSTRATEGY, INC.",1,MICROSTRATEGY INC
MICROSTRTEGY INCORPORATED,1,MICROSTRTEGY INC
"MICROSUN TECHNOLOGIES, LLC (NOW KNOWN AS INVENTUS POWER (ILLINOIS) LLC)",1,MICROSUN TECHNOLOGIES LLC NOW KNOWNAS INVENTUS POWER ILLINOIS LLC
"MIDAS VISION SYSTEMS, INC.",1,MIDAS VISION SYSTEMS INC
"MIDIRINGTONES, LLC",1,MIDIRINGTONES LLC
"MIDWAY AMUSEMENT GAMES, LLC",1,MIDWAY AMUSEMENT GAMES LLC
"MIDWEST COMMUNICATIONS TECHNOLOGIES, INC., AN OHIO CORPORATION",1,MIDWEST COMMUNICATIONS TECHNOLOGIES INC AN OHIO CORP
"MIKRON INDUSTRIES, INC.",1,MIKRON INDUSTRIES INC
"MIKRON INFRARED, INC.",1,MIKRON INFRARED INC
MIKRON WASHINGTON LLC,1,MIKRON WASHINGTON LLC
"MILEAGE PLUS HOLDINGS, INC.",1,MILEAGE PLUS HOLDINGS INC
"MILEAGE PLUS MARKETING, INC.",1,MILEAGE PLUS MARKETING INC
"MILEAGE PLUS, INC.",1,MILEAGE PLUS INC
"MILK PRODUCTS, LLC",1,MILK PRODUCTS LLC
MILLENNIUM SPECIALTY CHEMICALS INC,1,MILLENNIUM SPECIALTY CHEMICALS INC
MILLENNIUM SPECIALTY CHEMICALS INC.,1,MILLENNIUM SPECIALTY CHEMICALS INC
"MINDSPEED TECHNOLOGIES,",1,MINDSPEED TECHNOLOGIES
"MINDSPEED TECHNOLOGIES, LLC (F/K/A MINDSPEED TECHNOLOGIES, INC.)",1,MINDSPEED TECHNOLOGIES LLC F K A MINDSPEED TECHNOLOGIES INC
"MINDSPEED TECNOLOGIES, INC.",1,MINDSPEED TECNOLOGIES INC
"MINERVA SURGICAL, INC.",1,MINERVA SURGICAL INC
"MINIM, INC., F/K/A ZOOM TELEPHONICS, INC.",1,MINIM INC F K A ZOOM TELEPHONICS INC
"MINRAD, INC.",1,MINRAD INC
"MINSPEED TECHNOLOGIES, INC.",1,MINSPEED TECHNOLOGIES INC
"MIRAPOINT SOFTWARE, INC.",1,MIRAPOINT SOFTWARE INC
"MIRUM PHARMACEUTICALS, INC.",1,MIRUM PHARMACEUTICALS INC
MISSION RESEARCH CORPORATION,1,MISSION RESEARCH CORP
MITEL SEMICONDUCTOR LIMITED,1,MITEL SEMICONDUCTOR LTD
"MIVA, INC.",1,MIVA INC
"MIX TELEMATICS NORTH AMERICA, F/K/A TRIPMASTER CORPORATION",1,MIX TELEMATICS NORTH AMERICA F K A TRIPMASTER CORP
"ML OKLAHOMA VENTURE PARTNERS, LIMITED PARTNERSHIP",1,ML OKLAHOMA VENTURE PARTNERS LTD PARTNERSHIP
"MMC BIDDING, INC.",1,MMC BIDDING INC
"MMI PRODUCTS, INC",1,MMI PRODUCTS INC
"MMI PRODUCTS, INC., SUCCESSOR BY MERGER TO: IVY STEEL PRODUCTS CORP.",1,MMI PRODUCTS INC SUCCESSOR BY MERGER TO IVY STEEL PRODUCTS CORP
"MOBILE HI-TECH WHEELS, LLC",1,MOBILE HI-TECH WHEELS LLC
"MOBILEUM, INC.",1,MOBILEUM INC
"MOBILEUM, INC. (FORMERLY KNOWN AS ROAMWARE, INC.)",1,MOBILEUM INC FORMERLY KNOWNAS ROAMWARE INC
MODUSLINK CORPORATION,1,MODUSLINK CORP
"MOLECULAR IMPRINTS, INC.",1,MOLECULAR IMPRINTS INC
MOLTECH CORPORATION,1,MOLTECH CORP
MONESSEN HEARTH SYSTEMS COMPANY,1,MONESSEN HEARTH SYSTEMS CO
"MONEYGRAM INTERNATIONAL, INC.",1,MONEYGRAM INTERNATIONAL INC
"MONOSOL RX, LLC",1,MONOSOL RX LLC
MONOTYPE IMAGING INC. (F/K/A AGFA MONOTYPE CORPORATION),1,MONOTYPE IMAGING INC F K A AGFA MONOTYPE CORP
"MONTEREY MUSHROOMS, INC.",1,MONTEREY MUSHROOMS INC
"MOOG COMPONENTS GROUP, INC.",1,MOOG COMPONENTS GROUP INC
"MOOG, INC.",1,MOOG INC
"MOORE NORTH AMERICA, INC.",1,MOORE NORTH AMERICA INC
MORGAN PRODUCTS LTD.,1,MORGAN PRODUCTS LTD
"MORROW SNOWBOARDS, INC.",1,MORROW SNOWBOARDS INC
"MOSKOVITS, DAVID",1,MOSKOVITS DAVID
MOSSIMO HOLDINGS LLC,1,MOSSIMO HOLDINGS LLC
"MOTIVE INC.(FKA MOTIVE COMMUNICATIONS,INC.)",1,MOTIVE INC FKA MOTIVE COMMUNICATIONS INC
MOTO ASSETS ACQUISTION CORP.,1,MOTO ASSETS ACQUISTION CORP
"MOTORVAC TECHNOLOGIES, INC.",1,MOTORVAC TECHNOLOGIES INC
MOUNT VERNON CHEMICALS LLC,1,MOUNT VERNON CHEMICALS LLC
"MOUNT VERNON MILLS, INC.",1,MOUNT VERNON MILLS INC
MP ASSETS CORPORATION,1,MP ASSETS CORP
"MP JACKSON, LLC",1,MP JACKSON LLC
"MP PUMPS, INC.",1,MP PUMPS INC
"MSCI INC., AS PLEDGOR",1,MSCI INC AS PLEDGOR
MSW.ARS LLC,1,MSW ARS LLC
"MSX INTERNATIONAL, INC",1,MSX INTERNATIONAL INC
"MUELLER GROUP, INC",1,MUELLER GROUP INC
"MULTIPLY MEDIA, LLC",1,MULTIPLY MEDIA LLC
"MUNSINGWEAR, INC.",1,MUNSINGWEAR INC
"MURCH, BRUCE PRENTISS",1,MURCH BRUCE PRENTISS
"MUTUAL TELECOM SERVICES INC., A DELAWARE CORPORATION",1,MUTUAL TELECOM SERVICES INC A DELAWARE CORP
"MYWEATHER, LLC",1,MYWEATHER LLC
"N LYNX SYSTEMS, INC.",1,N LYNX SYSTEMS INC
N-TRIG LTD.,1,N-TRIG LTD
N.B. JACKETS DE PUERTO RICO,1,N B JACKETS DE PUERTO RICO
NABI BIOPHARMACEUTICALS,1,NABI BIOPHARMACEUTICALS
NAC INTERNATIONAL INC.,1,NAC INTERNATIONAL INC
"NANO VIBRONIX, INC.",1,NANO VIBRONIX INC
"NANOENER, INC.",1,NANOENER INC
"NANOSYS, INC.",1,NANOSYS INC
"NANTERO, INC.",1,NANTERO INC
"NAPO PHARMACEUTICALS, INC.",1,NAPO PHARMACEUTICALS INC
"NATIONAL CEMENT & CERAMICS LABORATORIES, INC.",1,NATIONAL CEMENT & CERAMICS LABORATORIES INC
NATIONAL CRANE CORPORATION,1,NATIONAL CRANE CORP
NATIONAL EDUCATION CORPORATION,1,NATIONAL EDUCATION CORP
NATIONAL EDUCATION INTERNATIONAL CORP.,1,NATIONAL EDUCATION INTERNATIONAL CORP
"NATIONAL EDUCATION TRAINING GROUP, INC.",1,NATIONAL EDUCATION TRAINING GROUP INC
"NATIONAL ENTERTAINMENT NETWORK, LLC",1,NATIONAL ENTERTAINMENT NETWORK LLC
"NATIONAL ENZYME COMPANY, LLC",1,NATIONAL ENZYME CO LLC
"NATIONAL LABEL SYSTEMS, INC.",1,NATIONAL LABEL SYSTEMS INC
NATIONAL LOCK CORPORATION,1,NATIONAL LOCK CORP
NATIONAL TISSUE COMPANY LLC,1,NATIONAL TISSUE CO LLC
"NATIONAL TOBACCO COMPANY, L.P.",1,NATIONAL TOBACCO CO LP
NATIONAL WESTMINSTER BANK USA,1,NATIONAL WESTMINSTER BANK USA
"NATIONS CREDIT COMMERICAL CORPORATION, AS AGENT",1,NATIONS CREDIT COMMERICAL CORP
NATROL LLC,1,NATROL LLC
"NATURE'S INSIGHT, INC.",1,NATURE S INSIGHT INC
"NAVINI NETWORKS, INC.",1,NAVINI NETWORKS INC
"NAVISITE, INC.",1,NAVISITE INC
"NCIRCLE NETWORK SECURITY, INC.",1,NCIRCLE NETWORK SECURITY INC
NDC ACQUISITION CORP.,1,NDC ACQUISITION CORP
NDC HEALTH INFORMATION SERVICES (ARIZONA) INC.,1,NDC HEALTH INFORMATION SERVICES ARIZONA INC
"NDC OF CANADA, INC.",1,NDC OF CANADA INC
NDCHEALTH INTELLECTUAL PROPERTY CORP.,1,NDCHEALTH INTELLECTUAL PROPERTY CORP
"NDCHEALTH LICENSING, INC.",1,NDCHEALTH LICENSING INC
"NDCIP, INC.",1,NDCIP INC
NEPTUNE TECHNOLOGIES & BIORESSOURCES INC.,1,NEPTUNE TECHNOLOGIES & BIORESSOURCES INC
"NET POWER & LIGHT, INC.",1,NET POWER & LIGHT INC
"NETG HOLDING, INC.",1,NETG HOLDING INC
NETGENESIS CORP.,1,NETGENESIS CORP
"NETKEY, INC.",1,NETKEY INC
"NETQOS, INC.",1,NETQOS INC
NETSTREAMS LLC,1,NETSTREAMS LLC
"NETWORX, INC.",1,NETWORX INC
"NETXEN, INC.",1,NETXEN INC
"NEUROS MEDICAL, INC.",1,NEUROS MEDICAL INC
NEVAMAR CORPORATION,1,NEVAMAR CORP
