original_name,frequency,normalized_name
"MEYER, GERALD L.",2,MEYER GERALD L
MIDDLEFIELD VENTURES INC.,2,MIDDLEFIELD VENTURES INC
"MIDDLEFIELD VENTURES, INC.",2,MIDDLEFIELD VENTURES INC
MIDLANTIC NATIONAL BANK (AS AGENT),2,MIDLANTIC NATIONAL BANK
MIDWEST COMMERCE BANKING COMPANY,2,MIDWEST COMMERCE BANKING CO
MIKOHN GAMING CORPORATION D/B/A PROGRESSIVE GAMING INTERNATIONAL CORPORATION,2,MIKOHN GAMING CORP D B A PROGRESSIVE GAMING INTERNATIONAL CORP
MILLENNIUM SPECIALTY CHEMICALS INC.,2,MILLENNIUM SPECIALTY CHEMICALS INC
"MILLER, DANIEL",2,MILLER DANIEL
"MK ENERGY AND INFRASTRUCTURE, LLC",2,MK ENERGY & INFRASTRUCTURE LLC
"MOHR, DAVIDOW VENTURES II, L.P.",2,MOHR DAVIDOW VENTURES II LP
"MONTAGE CAPITAL, LLC",2,MONTAGE CAPITAL LLC
MORAMERICA CAPITAL CORPORATION,2,MORAMERICA CAPITAL CORP
NABISCO BRANDS CANADA LTD.,2,NABISCO BRANDS CANADA LTD
NALCO CHEMCIAL COMPANY,2,NALCO CHEMCIAL CO
NATIONAL BANK OF CANADA A CANADIAN CHARTERED BANK,2,NATIONAL BANK OF CANADA A CANADIAN CHARTERED BANK
"NATIONAL BANK OF CANADA, A BANKING CORP. OF CANADA",2,NATIONAL BANK OF CANADA A BANKING CORP OF CANADA
NATIONAL CANADA FINANCE CORP.,2,NATIONAL CANADA FINANCE CORP
NATIONAL CITY BANK OF PENNSYLVANIA,2,NATIONAL CITY BANK OF PENNSYLVANIA
"NATIONAL TRUST COMPANY, AN ONTARIO TRUST COMPANY",2,NATIONAL TRUST CO AN ONTARIO TRUST CO
"NATIONAL WESTMINSTER BANK PLC, AS SECURITY TRUSTEE",2,NATIONAL WESTMINSTER BANK PLC AS SECURITY TRUSTEE
"NATIONSBANK OF TEXAS, NATIONAL ASSOCIATION",2,NATIONSBANK OF TEXAS NA
"NATIONSBANK, NATIONAL ASSOCIATION (CAROLINAS)*, AS AGENT FOR ITSELF AND CREDIT SUISSE",2,NATIONSBANK NA CAROLINAS FOR ITSELF & CREDIT SUISSE
"NATIONSBANK, NATIONAL ASSOCIATION (CAROLINAS)*, AS AGENT FOR ITSELF AND CREDIT SUISSE {*F/K/A NATIONSBANK OF NORTH CAROLINA, N.A.}",2,NATIONSBANK NA CAROLINAS FOR ITSELF & CREDIT SUISSE F K A NATIONSBANK OF NORTH CAROLINA NA
NATIXIS,2,NATIXIS
"NBT BANK, NATIONAL ASSOCIATION",2,NBT BANK NA
"NETRIGHT TECHNOLOGIES, INC.",2,NETRIGHT TECHNOLOGIES INC
"NEUMAN, JEFFREY L., AS TRUSTEE OF THE TUDOR TRUST",2,NEUMAN JEFFREY L OF THE TUDOR TRUST
"NEUMAN, JEFFREY L., TRUSTEE",2,NEUMAN JEFFREY L TRUSTEE
"NEUMAN, JEFFREY L., TRUSTEE OF THE TUDOR TRUST, U/D/T",2,NEUMAN JEFFREY L TRUSTEE OF THE TUDOR TRUST U D T
NEW ENTERPRISE ASSOCIATES,2,NEW ENTERPRISE ASSOCIATES
"NEW ENTERPRISE ASSOCIATES 12 LIMITED PARTNERSHIP, AS COLLATERAL AGENT",2,NEW ENTERPRISE ASSOCIATES 12 LTD PARTNERSHIP
"NEW ENTERPRISE ASSOCIATES 13, LIMITED PARTNERSHIP",2,NEW ENTERPRISE ASSOCIATES 13 LTD PARTNERSHIP
"NEW ENTERPRISE ASSOCIATES V, LIMITED PARTNERSHIP",2,NEW ENTERPRISE ASSOCIATES V LTD PARTNERSHIP
NEW MOUNTAIN FINANCE CORPORATION,2,NEW MOUNTAIN FINANCE CORP
"NEW YORK, THE BANK OF",2,NEW YORK THE BANK OF
"NEWBURY VENTURES CAYMAN III, L.P.",2,NEWBURY VENTURES CAYMAN III LP
"NEWBURY VENTURES EXECUTIVES III, L.P.",2,NEWBURY VENTURES EXECUTIVES III LP
NEWBURY VENTURES III GMBH & CO. KG,2,NEWBURY VENTURES III GMBH & CO KG
"NEWBURY VENTURES III, L.P.",2,NEWBURY VENTURES III LP
NEWSTAR CP FUNDING LLC,2,NEWSTAR CP FUNDING LLC
"NG, THOMAS",2,NG THOMAS
"NGEN II, LP",2,NGEN II LP
"NIF VENTURES CO., LTD.",2,NIF VENTURES CO LTD
"NISBET, JAMES R. CHARLOTTE",2,NISBET JAMES R CHARLOTTE
"NJTC VENTURE FUND, L.P.",2,NJTC VENTURE FUND LP
"NORDEA BANK DANMARK A/S, AS FOREIGN COLLATERAL AGENT",2,NORDEA BANK DANMARK A S AS FOREIGN COLLATERAL AGENT
NORDIC TRUSTEE AS,2,NORDIC TRUSTEE AS
"NORTH ATLANTIC VENTURE FUND V, L.P.",2,NORTH ATLANTIC VENTURE FUND V LP
NORTH DAKOTA SMALL BUSINESS INVESTMENT COMPANY,2,NORTH DAKOTA SMALL BUSINESS INVESTMENT CO
"NORTH HAVEN CREDIT PARTNERS II L.P., AS COLLATERAL AGENT",2,NORTH HAVEN CREDIT PARTNERS II LP
NORTHSTAR SEIDLER MEZZANINE PARTNERS II L.P.,2,NORTHSTAR SEIDLER MEZZANINE PARTNERS II LP
"NORWEST BANK MINNESOTA, N.A., AS AGENT FOR QUANTUM PARTNERS LDC AND QUOTA FUND, N.V.",2,NORWEST BANK MINNESOTA NA FOR QUANTUM PARTNERS LDC & QUOTA FUND NV
"NORWEST BANK MINNESOTA, NATIONAL ASSOCIATION, AS AGENT",2,NORWEST BANK MINNESOTA NA
"NORWEST CREDIT, INC.",2,NORWEST CREDIT INC
"NTT DOCOMO, INC.",2,NTT DOCOMO INC
"OBERMAN, LAWRENCE A.",2,OBERMAN LAWRENCE A
"OCM FIE, LLC, AS COLLATERAL AGENT",2,OCM FIE LLC
"OCM POF IV, L.P., AS AGENT FOR THE LENDER GROUP",2,OCM POF IV LP FOR THE LENDER GROUP
OLSETH FAMILY GRANDCHIDREN'S EDUCATIONAL TRUST,2,OLSETH FAMILY GRANDCHIDREN S EDUCATIONAL TRUST
"OLSETH, DALE R.",2,OLSETH DALE R
OLSHAN GRUNDMAN FROME & ROSENZWEIG LLP,2,OLSHAN GRUNDMAN FROME & ROSENZWEIG LLP
OMNI BRIDGEWAY (FUND 4) INVT. 7 L.P.,2,OMNI BRIDGEWAY FUND 4 INVT 7 LP
OMNIBUS UNO,2,OMNIBUS UNO
"ONEWEST BANK N.A., AS ADMINISTRATIVE AGENT FOR THE LENDERS",2,ONEWEST BANK NA FOR THE LENDERS
"ONEWEST BANK, FSB, AS AGENT",2,ONEWEST BANK FSB
"OPALKA FAMILY INVESTMENT PARTNERS, LP",2,OPALKA FAMILY INVESTMENT PARTNERS LP
"ORBAN, INC.",2,ORBAN INC
ORTEC INTERNATIONAL INC.,2,ORTEC INTERNATIONAL INC
"ORTHO MCNEIL PHARMACEUTICAL, INC.",2,ORTHO MCNEIL PHARMACEUTICAL INC
"OXFORD FINANCE CORPORATION, AS A LENDER",2,OXFORD FINANCE CORP AS A LENDER
PACIFIC HORIZON VENTURES,2,PACIFIC HORIZON VENTURES
"PALATIN TECHNOLOGIES, INC.",2,PALATIN TECHNOLOGIES INC
"PALIN, PHILIP",2,PALIN PHILIP
PALISADES EQUITY FUND,2,PALISADES EQUITY FUND
"PANGEA TWO MANAGEMENT, LP",2,PANGEA TWO MANAGEMENT LP
"PARADIGM VENTURE PARTNERS, L.P.",2,PARADIGM VENTURE PARTNERS LP
"PARKWAY CAPITAL INVESTORS, LLC",2,PARKWAY CAPITAL INVESTORS LLC
PARLEX CORPORATION,2,PARLEX CORP
"PASSPORT MASTER FUND, L.P.",2,PASSPORT MASTER FUND LP
"PATE BAIRD, PLLC",2,PATE BAIRD PLLC
"PATRICK A. & SMITH, KAREN D.",2,PATRICK A & SMITH KAREN D
"PATRIOT CAPITAL FUNDING, INC.",2,PATRIOT CAPITAL FUNDING INC
"PATRIOT CAPITAL III SBIC, L.P., AS COLLATERAL AGENT",2,PATRIOT CAPITAL III SBIC LP
"PAUL ROYALTY FUND, L.P. (GRANTEE) (C/O PAUL CAPITAL ADVISORS, L.L.C.)",2,PAUL ROYALTY FUND LP GRANTEE C O PAUL CAPITAL ADVISORS LLC
"PAVLOV, MARJORIE L.",2,PAVLOV MARJORIE L
PC MFG. CORP.,2,PC MFG CORP
"PCRL III INVESTMENTS L.P., AS AGENT",2,PCRL III INVESTMENTS LP
"PECCON, JOANN",2,PECCON JOANN
"PEOPLESOFT, INC.",2,PEOPLESOFT INC
"PEP III, LLC",2,PEP III LLC
"PEQOUT PRIVATE EQUITY FUND III, L.P.",2,PEQOUT PRIVATE EQUITY FUND III LP
"PERFORMANCE CONTRACTING, INC., A CORP. OF KS.",2,PERFORMANCE CONTRACTING INC A CORP OF KS
PERFORMANCE FUTURES PSP,2,PERFORMANCE FUTURES PSP
PERMAL U.S. OPPORTUNITIES LIMITED,2,PERMAL US OPPORTUNITIES LTD
"PERPETUAL SAVINGS BANK, F.S.B., 250 WEST PRATT STREET, SUITE 950, BALTIMORE, MARYLAND 21201",2,PERPETUAL SAVINGS BANK F S B 250 WEST PRATT STREET SUITE 950 BALTIMORE MARYLAND 21201
"PERSEUS-SOROS BIOPHARMACEUTICAL FUND, L.P.",2,PERSEUS-SOROS BIOPHARMACEUTICAL FUND LP
"PETER E. & OBERMEYER, JUDITH C.",2,PETER E & OBERMEYER JUDITH C
"PETER M. ADAMS, DOUG P. ADAMS, AND JOHN SULLIVAN, COLLECTIVELY AS THE STOCKHOLDER REPRESENTATIVE COMMITTEE, ON BEHALF OF THE PARTICIPATING RIGHTS HOLDERS OF SOLX, INC.",2,PETER M ADAMS DOUG P ADAMS & JOHN SULLIVAN COLLECTIVELY AS THE STOCKHOLDER REPRESENTATIVE COMMITTEE ON BEHALF OF THE PARTICIPATING RIGHTS HOLDERS OF SOLX INC
"PETERSON VENTURES III, LLC",2,PETERSON VENTURES III LLC
"PETITE, CANDIDA",2,PETITE CANDIDA
"PETITE, DAVID",2,PETITE DAVID
"PFC THERAPEUTICS, L.L.C.",2,PFC THERAPEUTICS LLC
"PHARMACIA & UPJOHN, INC.",2,PHARMACIA & UPJOHN INC
PHARMACIA ITALIA S.P.A.,2,PHARMACIA ITALIA S P A
"PHARMASSET, INC.",2,PHARMASSET INC
"PHARMATHENE, INC.",2,PHARMATHENE INC
"PHYSIOTHERAPY ASSOCIATES, INC.",2,PHYSIOTHERAPY ASSOCIATES INC
PINNACLE FAMILY OFFICE INVESTMENTS LP,2,PINNACLE FAMILY OFFICE INVESTMENTS LP
PIPER JAFFREY AS CUSTODIAN,2,PIPER JAFFREY AS CUSTODIAN
PITANGO PRINCIPALS FUND III (USA) LP,2,PITANGO PRINCIPALS FUND III USA LP
PITANGO VENTURE CAPITAL FUND III (ISRAELI INVESTORS) LP,2,PITANGO VENTURE CAPITAL FUND III ISRAELI INVESTORS LP
PITANGO VENTURE CAPITAL FUND III (USA) NON-Q L.P.,2,PITANGO VENTURE CAPITAL FUND III USA NON-Q LP
PITANGO VENTURE CAPITAL FUND III TRUSTS 2000 LTD.,2,PITANGO VENTURE CAPITAL FUND III TRUSTS 2000 LTD
"PITTCO CAPITAL PARTNERS II, L.P.",2,PITTCO CAPITAL PARTNERS II LP
"PLATINUM LONG TERM GROWTH VII, LLC",2,PLATINUM LONG TERM GROWTH VII LLC
PLENUS TECHNOLOGIES LTD. OF DELTA HOUSE,2,PLENUS TECHNOLOGIES LTD OF DELTA HOUSE
"PLUTUS CAPITAL NY, INC.",2,PLUTUS CAPITAL NY INC
"POINT FINANCIAL, INC.",2,POINT FINANCIAL INC
"POLY-FLOW ENGINEERING, LLC",2,POLY-FLOW ENGINEERING LLC
"POST AND THE PAXALL GROUP, INC., A CORP OF DE",2,POST & THE PAXALL GROUP INC A CORP OF DE
"POTTERS INDUSTRIES, LLC",2,POTTERS INDUSTRIES LLC
"POWELL, MAXWELL M.",2,POWELL MAXWELL M
"PPG INDUSTRIES OHIO, INC.",2,PPG INDUSTRIES OHIO INC
PRIVATE EQUITY OPPORTUNITIES LP,2,PRIVATE EQUITY OPPORTUNITIES LP
"PROSPECT CAPITAL CORPORATION, AS COLLATERAL AGENT",2,PROSPECT CAPITAL CORP
PROSPERITY BANK,2,PROSPERITY BANK
PROVENTUS CAPITAL PARTNERS II AB (PUBL),2,PROVENTUS CAPITAL PARTNERS II AB PUBL
"PUMATECH, INC.",2,PUMATECH INC
PUMPERNICKEL HOLDINGS LLC,2,PUMPERNICKEL HOLDINGS LLC
"QUALCOMM INCORPORATED, A DELAWARE CORP.",2,QUALCOMM INC A DELAWARE CORP
"R.D. WERNER CO., INC.",2,R D WERNER CO INC
"RAHN, NOEL P.",2,RAHN NOEL P
"RASMUSSEN, SAMUEL G.",2,RASMUSSEN SAMUEL G
"RAZA MICROELECTRONICS, INC.",2,RAZA MICROELECTRONICS INC
"RBS CITIZENS, NATIONAL ASSOCIATION",2,RBS CITIZENS NA
"RCDI INVESTMENTS, INC.",2,RCDI INVESTMENTS INC
"REALPAGE, INC.",2,REALPAGE INC
"RECYCLING SCIENCES INTERNATIONAL, INC.",2,RECYCLING SCIENCES INTERNATIONAL INC
REDDY ICE CORPORATION,2,REDDY ICE CORP
"REIFFEL, LEONARD",2,REIFFEL LEONARD
"REILY, CAROLINE I.",2,REILY CAROLINE I
REPUBLIC ACCEPTANCE CORPORATION,2,REPUBLIC ACCEPTANCE CORP
RHODE ISLAND ECONOMIC DEVELOPMENT CORPORATION,2,RHODE ISLAND ECONOMIC DEVELOPMENT CORP
"RIBNIC, WILLIAM",2,RIBNIC WILLIAM
RICHARD D. CRAMER REVOCABLE TRUST,2,RICHARD D CRAMER REVOCABLE TRUST
"RMED INTERNATIONAL, INC.",2,RMED INTERNATIONAL INC
"ROBINSON, ADAM",2,ROBINSON ADAM
ROCKWELL AUTOMATION LIMITED,2,ROCKWELL AUTOMATION LTD
"ROCKWELL AUTOMATION, INC.",2,ROCKWELL AUTOMATION INC
ROCKWELL ELECTRONIC COMMERCE CORP.,2,ROCKWELL ELECTRONIC COMMERCE CORP
RONALD SHELDON PROFIT SHARING PLAN,2,RONALD SHELDON PROFIT SHARING PLAN
"ROSENBLUM, RICHARD",2,ROSENBLUM RICHARD
"ROSENHTAL, ALAN HY, AS COLLATERAL AGENT",2,ROSENHTAL ALAN HY
"ROTH, PAUL, AS COLLATERAL AGENT",2,ROTH PAUL
"ROYAL BANK OF CANADA, AS SECOND LIEN COLLATERAL AGENT",2,ROYAL BANK OF CANADA
RPX CLEARINGHOUSE LLC,2,RPX CLEARINGHOUSE LLC
"RRE VENTURE FUND III, L.P.",2,RRE VENTURE FUND III LP
"RRE VENTURES III, L.P.",2,RRE VENTURES III LP
"RRE VENTURES III-A, L.P.",2,RRE VENTURES III-A LP
"RUSS BERRIE AND COMPANY, INC.",2,RUSS BERRIE & CO INC
RUSSELL S. LEWIS,2,RUSSELL S LEWIS
"RUTTER, WILLIAM J.",2,RUTTER WILLIAM J
"SAIA-BURGESS, INC.",2,SAIA-BURGESS INC
SAIC VENTURE CAPITAL CORPORATION,2,SAIC VENTURE CAPITAL CORP
"SALLYPORT COMMERCIAL FINANCE, LLC",2,SALLYPORT COMMERCIAL FINANCE LLC
"SALTON, INC.",2,SALTON INC
SAN DIEGO IP LAW GROUP LLP,2,SAN DIEGO IP LAW GROUP LLP
"SAND HILL CAPITAL II, LP",2,SAND HILL CAPITAL II LP
"SANWA BUSINESS CREDIT CORPORATION, A DE. CORP.",2,SANWA BUSINESS CREDIT CORP A DE CORP
"SAPIENT CAPITAL, L.P.",2,SAPIENT CAPITAL LP
"SARATOGA VENTURES III, L.P.",2,SARATOGA VENTURES III LP
"SASSY, INC.",2,SASSY INC
"SAUDI INTERNATIONAL BANK, AL-BANK AL-SAUDI AL-ALAMI LIMITED",2,SAUDI INTERNATIONAL BANK AL-BANK AL-SAUDI AL-ALAMI LTD
"SCHMIDT, ROBERT E.",2,SCHMIDT ROBERT E
"SCHUCHERT, JOSEPH S.",2,SCHUCHERT JOSEPH S
"SCHWARTZ, RICHARD T.",2,SCHWARTZ RICHARD T
"SCHWARZ, RICHARD T.",2,SCHWARZ RICHARD T
SCIENCE APPLICATIONS INTERNATIONAL CORPROATION,2,SCIENCE APPLICATIONS INTERNATIONAL CORPROATION
"SCOTT, W. TATE",2,SCOTT W TATE
SCULPTOR FINANCE (MD) IRELAND LTD,2,SCULPTOR FINANCE MD IRELAND LTD
SEACOAST CAPITAL PARTNERS LIMITED,2,SEACOAST CAPITAL PARTNERS LTD
SEALED AIR CORPORATION,2,SEALED AIR CORP
SECURITY FIRST NATIONAL BANK OF SHEBOYGAN,2,SECURITY FIRST NATIONAL BANK OF SHEBOYGAN
"SECURITY PACIFIC BUSINESS CREDIT INC., 140 EAST 45TH STREET, NEW YORK, NEW YORK 10017, A DE CORP.",2,SECURITY PACIFIC BUSINESS CREDIT INC 140 EAST 45TH STREET NEW YORK NEW YORK 10017 A DE CORP
"SELBY VENTURES PARTNERS II, L.P.",2,SELBY VENTURES PARTNERS II LP
SEQUEL LIMITED PARTNERSHIP II,2,SEQUEL LTD PARTNERSHIP II
"SERENEX, INC.",2,SERENEX INC
"SEURAT, INC.",2,SEURAT INC
SGF SANTE INC.,2,SGF SANTE INC
SHAWMUT BANK CONNECTICUT NATIONAL ASSOCIATION,2,SHAWMUT BANK CONNECTICUT NA
"SHAWMUT BANK CONNECTICUT, N.A.",2,SHAWMUT BANK CONNECTICUT NA
"SI VENTURE FUND II, L.P., AS COLLATERAL AGENT",2,SI VENTURE FUND II LP
"SIAM COMMERCIAL BANK, LTD., THE",2,SIAM COMMERCIAL BANK LTD
"SIEBEN FOUNDATION, INC. C/O ADLER MANAGEMENT LLC",2,SIEBEN FOUNDATION INC C O ADLER MANAGEMENT LLC
SIEBEN INVESTMENT CO. C/O ADLER MANAGEMENT LLC,2,SIEBEN INVESTMENT CO C O ADLER MANAGEMENT LLC
"SIEMENS FINANCIAL SERVICES, INC., AS COLLATERAL AGENT",2,SIEMENS FINANCIAL SERVICES INC
"SIEVERS, GEORGE R.",2,SIEVERS GEORGE R
"SIGA TECHNOLOGIES, INC.",2,SIGA TECHNOLOGIES INC
"SIGMATEL, INC.",2,SIGMATEL INC
"SIGNAL CAPITAL CORPORATION, 700 NORTH PEARL, RPR TOWER, STE. 1940, DALLAS, TX 75201 A CORP. OF DE",2,SIGNAL CAPITAL CORP 700 NORTH PEARL RPR TOWER STE 1940 DALLAS TX 75201 A CORP OF DE
"SILICON STORAGE TECHNOLOGY, INC.",2,SILICON STORAGE TECHNOLOGY INC
SILICON VALLEY BANK A CORPORATION OF CA,2,SILICON VALLEY BANK A CORP OF CA
"SILICON VALLEY BANK, COLLATERAL AGENT",2,SILICON VALLEY BANK COLLATERAL AGENT
"SILICON VALLEY BANK, SUITE 2-200",2,SILICON VALLEY BANK SUITE 2-200
"SILVER LAKE WATERMAN FUND II, L.P.",2,SILVER LAKE WATERMAN FUND II LP
"SIRROM INVESTMENTS, INC.",2,SIRROM INVESTMENTS INC
"SK HOLDINGS CO., LTD.",2,SK HOLDINGS CO LTD
"SKYWORKS SOLUTIONS, INC.",2,SKYWORKS SOLUTIONS INC
"SMART TECHNOLOGY VENTURES III SBIC, L.P.",2,SMART TECHNOLOGY VENTURES III SBIC LP
SMD CORPORATION,2,SMD CORP
"SMITH, HARRY B.",2,SMITH HARRY B
"SMITH, RAYMOND",2,SMITH RAYMOND
SNAP-ON CLIMATE SOLUTIONS S.R.L.,2,SNAP-ON CLIMATE SOLUTIONS SRL
"SOCIETE GENERALE, S.A.",2,SOCIETE GENERALE SA
"SOCIÉTÉ GÉNÉRALE, AS ADMINISTRATIVE AGENT",2,SOCIÉTÉ GÉNÉRALE
SOLA INTERNATIONAL HOLDINGS LTD.,2,SOLA INTERNATIONAL HOLDINGS LTD
"SOLANA THERAPEUTICS, INC.",2,SOLANA THERAPEUTICS INC
"SONG, TJOA THIAN",2,SONG TJOA THIAN
"SOROS CAPITAL, L.P., A BERMUDA LIMITED PARTNERSHIP",2,SOROS CAPITAL LP A BERMUDA LTD PARTNERSHIP
"SOUTHTRUST BANK OF ALABAMA, N.A.",2,SOUTHTRUST BANK OF ALABAMA NA
SOVOUTRI EURL,2,SOVOUTRI EURL
"SPECTRUM PLASTICS GROUP, INC.",2,SPECTRUM PLASTICS GROUP INC
"SPEEDLINE HOLDINGS I, LLC",2,SPEEDLINE HOLDINGS I LLC
SPINE TRUST C/O MAYFIELD FUND,2,SPINE TRUST C O MAYFIELD FUND
"ST. CLOUD CAPITAL PARTNERS III SBIC, L.P.",2,ST CLOUD CAPITAL PARTNERS III SBIC LP
"ST. CROIX ADVANCED COMPUTING, GP",2,ST CROIX ADVANCED COMPUTING GP
"STANDARD CHARTERED BANK (HONG KONG) LIMITED, AS COLLATERAL AGENT",2,STANDARD CHARTERED BANK HONG KONG LTD
"STANLEY, PAUL, AS COLLATERAL AGENT",2,STANLEY PAUL
"STANLEY, SHERRI, AS COLLATERIAL AGENT",2,STANLEY SHERRI AS COLLATERIAL AGENT
"STAR MOUNTAIN STRATEGIC CREDIT INCOME FUND IV, LP",2,STAR MOUNTAIN STRATEGIC CREDIT INCOME FUND IV LP
"STARNES, MICHAEL S.",2,STARNES MICHAEL S
"STARR, BRYAN B. JR.",2,STARR BRYAN B JR
"STARR, BRYAN B. SR.",2,STARR BRYAN B SR
"STARR, BRYAN B., SR.",2,STARR BRYAN B SR
"STATA VENTURE PARNERS, LLC DELAWARE LIMITED LIABILITY COMPANY",2,STATA VENTURE PARNERS LLC DELAWARE LTD LIABILITY CO
STATE BANK OF SOUTH AUSTRALIA,2,STATE BANK OF SOUTH AUSTRALIA
"STATE TREASURER OF THE STATE OF MICHIGAN CUSTODIAN OF THE MICHIGAN PUBLIC SCHOOLS EMPLOYEES' RETIREMENT SYSTEM, STATE EMPLOYEES' RETIREMENT SYSTEM, MICHIGAN STATE POLICE RETIREMENT SYSTEM, AND MICHIGAN JUDGES RETIREMENT SYSTEM",2,STATE TREASURER OF THE STATE OF MICHIGAN CUSTODIAN OF THE MICHIGAN PUBLIC SCHOOLS EMPLOYEES RETIREMENT SYSTEM STATE EMPLOYEES RETIREMENT SYSTEM MICHIGAN STATE POLICE RETIREMENT SYSTEM & MICHIGAN JUDGES RETIREMENT SYSTEM
"STELLUS CAPITAL INVESTMENT CORPORATION, AS AGENT",2,STELLUS CAPITAL INVESTMENT CORP
"STERLING COMMERCIAL CAPITAL,INC.",2,STERLING COMMERCIAL CAPITAL INC
"STERLING TRUST COMPANY, CUSTODIAN",2,STERLING TRUST CO CUSTODIAN
"STEVEN J. & ZAWADSKI, BARBARA B.",2,STEVEN J & ZAWADSKI BARBARA B
"STONESTREET, L.P.",2,STONESTREET LP
"STORAGE TECHNOLOGY CORPORATION, A DE CORP.",2,STORAGE TECHNOLOGY CORP A DE CORP
"STRAX, PHILIP I.R.A.",2,STRAX PHILIP I R A
"STREETERVILLE CAPITAL, LLC",2,STREETERVILLE CAPITAL LLC
"STRYKER FAR EAST, INC.",2,STRYKER FAR EAST INC
"STRYKER FOREIGN HOLDCO, INC.",2,STRYKER FOREIGN HOLDCO INC
"STRYKER INTERNATIONAL, INC.",2,STRYKER INTERNATIONAL INC
STRYKER PUERTO RICO INC.,2,STRYKER PUERTO RICO INC
STRYKER SALES CORPORATION,2,STRYKER SALES CORP
"STUBBLEFIELD, FRED CHARLOTTE",2,STUBBLEFIELD FRED CHARLOTTE
"SUAREZ, JACK, AS COLLATERAL AGENT",2,SUAREZ JACK
"SUMMIT FINANCIAL RESOUCES, L.P.",2,SUMMIT FINANCIAL RESOUCES LP
"SUN BSI FINANCE, LLC",2,SUN BSI FINANCE LLC
"SUN TRUST BANK, AS COLLATERAL AGENT",2,SUN TRUST BANK
"SUNAMERICA INVESTMENTS, INC.",2,SUNAMERICA INVESTMENTS INC
SUNAMERICA VENTURE FUND 2000,2,SUNAMERICA VENTURE FUND 2000
SUNSTEIN KANN MURPHY & TIMBERS LLP,2,SUNSTEIN KANN MURPHY & TIMBERS LLP
"SUNTRUST BANK, A GEORGIA BANKING CORPORATION, AS COLLATERAL AGENT",2,SUNTRUST BANK A GEORGIA BANKING CORP
"SUNTRUST BANK, ADMINISTRATIVE AGENT",2,SUNTRUST BANK ADMINISTRATIVE AGENT
"SUNTRUST BANK, AS ADMINISTRATIVE AGENT AND GRANTEE",2,SUNTRUST BANK & GRANTEE
"SUNTRUST BANK, NASHVILLE",2,SUNTRUST BANK NASHVILLE
SWISSCOM,2,SWISSCOM
"SYNAPSE II FUND, L.P.",2,SYNAPSE II FUND LP
SYNBIOTICS CORPORATION,2,SYNBIOTICS CORP
"TAGLICH PRIVATE EQUITY, LLC",2,TAGLICH PRIVATE EQUITY LLC
TANAUD HOLDINGS (BARBADOS) LTD.,2,TANAUD HOLDINGS BARBADOS LTD
TANAUD L.L.C.,2,TANAUD LLC
"TANDEM COMPUTERS INCORPORATED, A DE. CORP.",2,TANDEM COMPUTERS INC A DE CORP
"TAYLOR, CRAIG",2,TAYLOR CRAIG
"TAYLOR, TODD, AS COLLATERAL AGENT",2,TAYLOR TODD
"TCG SENIOR FUNDING L.L.C., AS COLLATERAL AGENT",2,TCG SENIOR FUNDING LLC
TECHFARM VENTURES (Q) L.P.,2,TECHFARM VENTURES Q LP
"TECHFARM VENTURES, L.P., AS AGENT FOR THE BENEFIT OF:",2,TECHFARM VENTURES LP FOR THE BENEFIT OF
TECHNOLGY FUNDING PARTNERS III,2,TECHNOLGY FUNDING PARTNERS III
"TECHNOLOGIES FOR INFORMATION & PUBLISHING, L.P.",2,TECHNOLOGIES FOR INFORMATION & PUBLISHING LP
TECHNOLOGY FUND PTE LTD.,2,TECHNOLOGY FUND PTE LTD
TECHNOLOGY FUNDING VENTURE PARTNERS IV,2,TECHNOLOGY FUNDING VENTURE PARTNERS IV
TECTONIC CONSTRUCTION CO.,2,TECTONIC CONSTRUCTION CO
"TEIRSTEIN, PAUL",2,TEIRSTEIN PAUL
TELEFLEX INCORPORATED,2,TELEFLEX INC
"TELLABS OPERATIONS, INC.",2,TELLABS OPERATIONS INC
TEXTRON FINANCIAL CORPORATION,2,TEXTRON FINANCIAL CORP
TGC SENIOR FUNDING L.L.C.,2,TGC SENIOR FUNDING LLC
"THE BANK OF NEW YORK MELLON, AS AGENT",2,BANK OF NEW YORK MELLON
"THE BANK OF NOVA SCOTIA, AS SECURITY AGENT",2,BANK OF NOVA SCOTIA AS SECURITY AGENT
THE BOEING COMPANY,2,BOEING CO
THE BONNY GOLDSTEIN REVOCABLE TRUST,2,BONNY GOLDSTEIN REVOCABLE TRUST
"THE CIT GROUP/BUSINESS CREDIT, INC., AS ADMINISTRATIVE AGENT",2,CIT GROUP BUSINESS CREDIT INC
"THE CIT GROUP/BUSINESS CREDIT, INC., IN ITS CAPACITY AS ADMINISTRATIVE AGENT FOR THE SECURED PARTIES",2,CIT GROUP BUSINESS CREDIT INC IN ITS CAPACITY FOR THE SECURED PARTIES
"THE CITGROUP/BUSINESS CREDIT, INC., AS ADMINISTRATIVE AGENT",2,CITGROUP BUSINESS CREDIT INC
"THE FROST NATIONAL BANK, D/B/A FROST CAPITAL GROUP, A NATIONAL BANKING ASSOCIATION",2,FROST NATIONAL BANK D B A FROST CAPITAL GROUP A NATIONAL BANKING ASSOCIATION
THE GOVERNOR AND COMPANY OF THE BANK OF IRELAND (AS COLLATERAL AGENT),2,GOVERNOR & CO OF THE BANK OF IRELAND
