ee_name,freq,entity_id,standard_name
"BRINKMAN CORPORATION, THE",1,non_financial_5688,BRINKMAN CORP
"BRITAX CHILD SAFETY, INC.",1,non_financial_5694,BRITAX CHILD SAFETY INC
"BROADSOFT, INC.",1,non_financial_5709,BROADSOFT INC
BROOKLYN COLLEGE FOUNDATION AT BROOKLYN COLLEGE,1,non_financial_5722,BROOKLYN COLLEGE FOUNDATIONAT BROOKLYN COLLEGE
BROOKTROUT INC.,1,non_financial_599,BROOKTROUT
"BRUCE TECHNOLOGIES, INC.",1,non_financial_5737,BRUCE TECHNOLOGIES INC
"BRW STEEL CORPORATION, NOW KNOWN AS BAR TECHNOLOGIES INC.",1,non_financial_612,BRW STEEL CORP
"BUBBA BRANDS, INC.",1,non_financial_5757,BUBBA BRANDS INC
"BUFFALO CHINA, INC.",1,non_financial_5764,BUFFALO CHINA INC
"BUILDFORGE, INC.",1,non_financial_5769,BUILDFORGE INC
"BULLARD INDUSTRIES, INC.",1,non_financial_5773,BULLARD INDUSTRIES INC
"BURDICK & JACKSON, INC.",1,non_financial_5778,BURDICK & JACKSON INC
BUSH HOG CORPORATION,1,non_financial_5804,BUSH HOG CORP
"BUSH INDUSTRIES, INC.",1,non_financial_629,BUSH INDUSTRIES DELAWARE CORP
BUSHNELL OUTDOOR PRODUCTS SAS,1,non_financial_5807,BUSHNELL OUTDOOR PRODUCTS SAS
"BUXBAUM, GARY",1,non_financial_5813,BUXBAUM GARY
"BWXT FOREIGN HOLDINGS, LLC",1,non_financial_5821,BWXT FOREIGN HOLDINGS LLC
BYTEMARK INC.,1,non_financial_5830,BYTEMARK INC
C-COR.NET CORP.,1,non_financial_5837,C-COR NET CORP
C.P. CLARE CORPORATION,1,non_financial_18528,C P CLARE CORP
"C.P. HALL COMPANY, THE",1,non_financial_18529,C P HALL CO
"C2 COMMUNICATION TECHNOLOGIES, INC.",1,non_financial_5843,C2 COMMUNICATION TECHNOLOGIES INC
C2 GLOBAL TECHNOLOGIES INC.,1,non_financial_5844,C2 GLOBAL TECHNOLOGIES INC
"CA-4655 FRUITRIDGE ROAD, LLC",1,non_financial_5849,CA-4655 FRUITRIDGE ROAD LLC
"CA-LOS ANGELES TIMES SQUARE, LLC",1,non_financial_5850,CA-LOS ANGELES TIMES SQUARE LLC
"CA-OLYMPIC PLANT, LLC",1,non_financial_5851,CA-OLYMPIC PLANT LLC
"CA-ORANGE COUNTY PLANT, LLC",1,non_financial_5852,CA-ORANGE COUNTY PLANT LLC
"CAD INVESTMENTS, LLC.",1,non_financial_637,CAD INVESTMENTS LLC
CALAMP CORPORATION,1,non_financial_638,CALAMP CORP
CALBIOCHEM NOVABIOCHEM CORP,1,non_financial_5882,CALBIOCHEM NOVABIOCHEM CORP
CALBIOCHEM-NOVABIOCHEM CORPORATION,1,non_financial_5883,CALBIOCHEM-NOVABIOCHEM CORP
"CALDUS SEMICONDUCTOR CORPORATION (AKA CALDUS SEMICONDUCTOR, INC.) NOW KNOWN AS ZEUS SEMICONDUCTOR, INC.",1,non_financial_5885,CALDUS SEMICONDUCTOR CORP AKA CALDUS SEMICONDUCTOR INC NOW KNOWNAS ZEUS SEMICONDUCTOR INC
"CALIENT TECHNOLOGIES, INC.",1,non_financial_5893,CALIENT TECHNOLOGIES INC
"CALIFORNIA COMMUNITY NEWS, LLC",1,non_financial_5895,CALIFORNIA COMMUNITY NEWS LLC
"CALLFIRE, INC.",1,non_financial_5909,CALLFIRE INC
"CAMBRIDGE SCIENTIFIC ABSTRACTS, LIMITED PARNERSHIP",1,non_financial_646,CAMBRIDGE SCIENTIFIC ABSTRACTS
"CAMBRIDGE SCIENTIFIC ABSTRACTS, LIMITED PARTNERSHIP",1,non_financial_646,CAMBRIDGE SCIENTIFIC ABSTRACTS
"CAMCAR INTELLECTUAL PROPERTIES, LLC ET AL",1,non_financial_648,CAMCAR INTELLECTUAL PROPERTIES LLC
CAMELOT UK BIDCO LIMITED,1,non_financial_5936,CAMELOT UK BIDCO LTD
CAP SNAP CO.,1,non_financial_654,CAP SNAP CO
"CAPITAL BANK, NA",1,non_financial_5962,CAPITAL BANK NA
"CAPITOL MEDICAL DEVICES, INC.",1,non_financial_5971,CAPITOL MEDICAL DEVICES INC
"CAPITOL VIAL, INC.",1,non_financial_5974,CAPITOL VIAL INC
"CARDIACASSIST, INC.",1,non_financial_6003,CARDIACASSIST INC
"CARDIONET, LLC",1,non_financial_6008,CARDIONET LLC
"CARDSTAR, INC.",1,non_financial_6016,CARDSTAR INC
"CARDSTORE, INC. FORMERLY KNOWN AS PHOTOWORKS, INC.",1,non_financial_6017,CARDSTORE INC FORMERLY KNOWNAS PHOTOWORKS INC
"CAREKEY, INC.",1,non_financial_6021,CAREKEY INC
"CARLTON CARDS RETAIL, INC.",1,non_financial_6035,CARLTON CARDS RETAIL INC
CARSON PRODUCTS COMPANY,1,non_financial_6045,CARSON PRODUCTS CO
"CART HOLDINGS, INC.",1,non_financial_6047,CART HOLDINGS INC
"CARTER, MARK C.",1,non_financial_6049,CARTER MARK C
"CARTIA, INC.",1,non_financial_6052,CARTIA INC
CARTIHEAL (2009) LTD.,1,non_financial_6053,CARTIHEAL 2009 LTD
CARTTRONICS LLC,1,non_financial_6056,CARTTRONICS LLC
"CASCO AND SPIROMETRICS, INC.",1,non_financial_6065,CASCO & SPIROMETRICS INC
"CASEDHOLE SOLUTIONS, INC.",1,non_financial_6068,CASEDHOLE SOLUTIONS INC
"CASPIAN NETWORKS, INC.",1,non_financial_6076,CASPIAN NETWORKS INC
CASTION CORPORATION,1,non_financial_6078,CASTION CORP
"CAVIUM, INC.",1,non_financial_679,CAVIUM
CAYMAN CHEMICAL COMPANY,1,non_financial_680,CHEMICAL CO
CB SYSTEMS ACQUISITION CO.,1,non_financial_18539,CB SYSTEMS ACQUISITION CO
"CB SYSTEMS HOLDINGS II, INC.",1,non_financial_18540,CB SYSTEMS HOLDINGS II INC
"CBS ARCSAFE, LLC",1,non_financial_6110,CBS ARCSAFE LLC
CCC INFORMATION SERVICES,1,non_financial_685,CCC INFORMATION SERVICES
CE SOIR LINGERIE CO.,1,non_financial_688,CE SOIR LINGERIE CO
"CELERITY GROUP, INC.",1,non_financial_6152,CELERITY GROUP INC
"CELGARD, LLC",1,non_financial_694,CELGARD LLC F K A CELGARD
"CENTENNIAL TECHNOLOGIES, INC.",1,non_financial_6175,CENTENNIAL TECHNOLOGIES INC
"CENTRAL CASTINGS CORPORATION, A CORPORATION OF ALABAMA",1,non_financial_6181,CENTRAL CASTINGS CORP A CORP OF ALABAMA
"CENTRAL MOLONEY, INC.",1,non_financial_6184,CENTRAL MOLONEY INC
CENTRIFY CORPORATION,1,non_financial_6190,CENTRIFY CORP
CENTURI CORPORATION,1,non_financial_6193,CENTURI CORP
"CEPHALON, INC.",1,non_financial_6203,CEPHALON INC
"CEREMOPTEC, INC.",1,non_financial_6213,CEREMOPTEC INC
"CERIDIAN HCM, INC.",1,non_financial_6219,CERIDIAN HCM INC
"CERTESS, INC.",1,non_financial_6229,CERTESS INC
"CHAD THERAPEUTICS, INC.",1,non_financial_6246,CHAD THERAPEUTICS INC
"CHAMPION LABORATORIES, INC.",1,non_financial_6253,CHAMPION LABORATORIES INC
"CHAMPION TECHNOLOGIES, INC., A DE CORP.",1,non_financial_721,CHAMPION TECHNOLOGIES
"CHAMPION TECHNOLOGIES, INC., A DELAWARE CORPORATION",1,non_financial_721,CHAMPION TECHNOLOGIES
"CHARGE INJECTION TECHNOLOGIES, INC.",1,non_financial_6269,CHARGE INJECTION TECHNOLOGIES INC
CHASE II HOLDING CORP. (SUCCESSOR BY MERGER TO CHASE II ACQUISITION CORP.),1,non_financial_18550,CHASE II HOLDING CORP SUCCESSOR BY MERGER TO CHASE II ACQUISITION CORP
"CHASE INDUSTRIES, INC. (SUCCESSOR BY MERGER TO CHASE II MERGER CORP.)",1,non_financial_18553,CHASE INDUSTRIES INC SUCCESSOR BY MERGER TO CHASE II MERGER CORP
"CHASE MANHATTAN BANK, THE",1,non_financial_729,CHASE MANHATTAN BANK F K A CHEMICAL BANK
"CHASE MANHATTAN BANK, THE, AS COLLATERAL AGENT",1,non_financial_729,CHASE MANHATTAN BANK F K A CHEMICAL BANK
CHASETEL LICENSEE CORP.,1,non_financial_6294,CHASETEL LICENSEE CORP
"CHASETEL REAL ESTATE HOLDING COMPANY, INC.",1,non_financial_6295,CHASETEL REAL ESTATE HOLDING CO INC
"CHECKPOINT SURGICAL, INC.",1,non_financial_6309,CHECKPOINT SURGICAL INC
CHEESE & PROTEIN INTERNATIONAL LLC,1,non_financial_6313,CHEESE & PROTEIN INTERNATIONAL LLC
CHEM-NUCLEAR SYSTEMS L.L.C.,1,non_financial_732,CHEM-NUCLEAR SYSTEMS LLC
"CHEMETRON RAILWAY PRODUCTS, INC.",1,non_financial_6329,CHEMETRON RAILWAY PRODUCTS INC
"CHEMICAL BANK, AS SUCCESSOR BY MERGER TO MANUFACURERS HANOVER TRUST COMPANY",1,non_financial_734,CHEMICAL BANK
"CHEMINEER, INC.",1,non_financial_738,CHEMINEER
CHEMTURA CORPORATION (F.K.A. CROMPTON CORPORATION),1,non_financial_739,CHEMTURA CORP
"CHICAGO TRIBUNE COMPANY, LLC",1,non_financial_6351,CHICAGO TRIBUNE CO LLC
"CHICAGOLAND PUBLISHING COMPANY, LLC",1,non_financial_6352,CHICAGOLAND PUBLISHING CO LLC
"CHICAGOLAND TELEVISION NEWS, LLC",1,non_financial_6353,CHICAGOLAND TELEVISION NEWS LLC
"CHILDCARE EDUCATION INSTITUTE, LLC",1,non_financial_6359,CHILDCARE EDUCATION INSTITUTE LLC
CHOPP COMPUTER CORPORATION,1,non_financial_6370,CHOPP COMPUTER CORP
CHYRONHEGO CORPORATION,1,non_financial_6401,CHYRONHEGO CORP
CIBA VISION CORPORATION,1,non_financial_6404,CIBA VISION CORP
CIBC WORLD MARKETS PLC,1,non_financial_6406,CIBC WORLD MARKETS PLC
CIM LTD.,1,non_financial_6414,CIM LTD
"CIMATRIX, LLC",1,non_financial_749,CIMATRIX LLC
CINDEGM DIGITAL CINEMA CORPORATION,1,non_financial_6424,CINDEGM DIGITAL CINEMA CORP
"CIR VENTURES AFFILIATES, L.P.",1,non_financial_6429,CIR VENTURES
"CIR VENTURES, L.P.",1,non_financial_6429,CIR VENTURES
"CIRCUIT BREAKER SALES, LLC",1,non_financial_6436,CIRCUIT BREAKER SALES LLC
CITIZENS BANK OF PENNSYLVANIA,1,non_financial_18555,CITIZENS BANK OF PENNSYLVANIA
"CK SOLUTIONS, LLC",1,non_financial_6453,CK SOLUTIONS LLC
CLARITY VISUAL SYSTEMS,1,non_financial_760,CLARITY VISUAL SYSTEMS
"CLARITY VISUAL SYSTEMS, INC.",1,non_financial_760,CLARITY VISUAL SYSTEMS
"CLASSIC BRANDS, LLC",1,non_financial_6467,CLASSIC BRANDS LLC
"CLASSIC SPORT COMPANIES, INC.",1,non_financial_6468,CLASSIC SPORT CO INC
"CLASSIFIED VENTURES HOLDCO, LLC",1,non_financial_6469,CLASSIFIED VENTURES HOLDCO LLC
"CLEAN HARBORS, INC.",1,non_financial_18603,CLEAN HARBORS INC
"CLEAR FOCUS IMAGING, INC.",1,non_financial_6479,CLEAR FOCUS IMAGING INC
CLEARCOMMERCE CORPORATION,1,non_financial_6481,CLEARCOMMERCE CORP
"CLEARCUBE TECHNOLOGY, INC.",1,non_financial_6483,CLEARCUBE TECHNOLOGY INC
CLEARVIEW BATTENFELD ACQUISITION COMPANY LLC,1,non_financial_6486,CLEARVIEW BATTENFELD ACQUISITION CO LLC
CLEVELAND-CLIFFS INC. (F.K.A CLIFFS NATURAL RESOURCES INC.),1,non_financial_769,CLEVELAND-CLIFFS
CLIFFS NATURAL RESOURCES INC. (N/K/A CLEVELAND-CLIFFS INC.,1,non_financial_771,CLIFFS NATURAL RESOURCES
"CLOUDCO, INC.",1,non_financial_6517,CLOUDCO INC
"CLOUDGENIX, INC.",1,non_financial_6519,CLOUDGENIX INC
"CLOUDVELOX, INC.",1,non_financial_6522,CLOUDVELOX INC
"CLOVER INDUSTRIES, INC.",1,non_financial_6523,CLOVER INDUSTRIES INC
"CLOVERVALE FARMS, INC.",1,non_financial_774,CLOVERVALE FARMS
"CLUB CAR, LLC",1,non_financial_6528,CLUB CAR LLC
"CMC ICOS BIOLOGICS, INC.",1,non_financial_6532,CMC ICOS BIOLOGICS INC
"CML INNOVATIVE TECHNOLOGIES, INC.",1,non_financial_6538,CML INNOVATIVE TECHNOLOGIES INC
"CMS GILBRETH PACKAGING SYSTEMS, INC. (F/K/A GILBRETH INTERNATIONAL CORPORATION)",1,non_financial_778,CMS GILBRETH SYSTEMS
"CO-1006 LOOKOUT MOUNTAIN ROAD, LLC",1,non_financial_6548,CO-1006 LOOKOUT MOUNTAIN ROAD LLC
"CO-6160 SOUTH WABASH WAY, LLC",1,non_financial_6549,CO-6160 SOUTH WABASH WAY LLC
COGNYTE SOFTWARE LTD. (AS SUCCESSOR-IN-INTEREST TO VERINT SYSTEMS INC.),1,non_financial_786,COGNYTE SOFTWARE SUCCESSOR-IN-INTEREST TO VERINT
COINSTAR E-PAYMENT SERVICES INC.,1,non_financial_787,COINSTAR E-PAYMENT SERVICES
COINSTAR ENTERTAINMENT SERVICES INC.,1,non_financial_788,COINSTAR ENTERTAINMENT SERVICES
COLE HAAN LLC,1,non_financial_6589,COLE HAAN LLC
"COLEMAN FAULKNER, INC. A DE CORPORATION",1,non_financial_792,COLEMAN FAULKNER
"COLEMAN FAULKNER, INC., A DE CORP.",1,non_financial_792,COLEMAN FAULKNER
"COLEMAN R.V. PRODUCTS, INC.",1,non_financial_794,COLEMAN OUTDOOR PRODUCTS
"COLEMAN R.V. PRODUCTS, INC. A DE CORPORATION",1,non_financial_794,COLEMAN OUTDOOR PRODUCTS
"COLLABNET, INC.",1,non_financial_6598,COLLABNET INC
COLLAGENEX PHARMACEUTICALS INC,1,non_financial_798,COLLAGENEX PHARMACEUTICALS
"COLLEGE411.COM, INC A DELAWARE CORPORATION",1,non_financial_799,COLLEGE411 COM
"COLLEGIATE CARPERT, INC., A DELAWARE CORPORATION",1,non_financial_6604,COLLEGIATE CARPERT INC A DELAWARE CORP
COLLINS & AIKMAN CORPORATION,1,non_financial_800,COLLINS & AIKMAN DEVELOPMENT CO DE CORP
COLLINS & AIKMAN DEVELOPMENT COMPANY,1,non_financial_800,COLLINS & AIKMAN DEVELOPMENT CO DE CORP
"COLLINS & AIKMAN FLOORCOVERINGS, INC.",1,non_financial_800,COLLINS & AIKMAN DEVELOPMENT CO DE CORP
"COLT'S MANUFACTURING COMPANY LLC, A DELAWARE LIMITED LIABILITY COMPANY F/K/A COLT'S MANUFACTURING COMPANY, INC.",1,non_financial_808,COLT S MANUFACTURING CO
"COLT'S MANUFACTURING COMPANY, LLC, A DELAWARE LIMITED LIABILITY COMPANY F/K/A COLT'T MANUFACTURING COMPANY, INC.",1,non_financial_808,COLT S MANUFACTURING CO
COLTEC INDUSTRIES INC.,1,non_financial_810,COLTEC INDUSTRIES
COLUMBUS STEEL CASTINGS COMPANY,1,non_financial_6632,COLUMBUS STEEL CASTINGS CO
"COMAR, INC.",1,non_financial_6635,COMAR INC
"COMBINED SYSTEMS, INC.",1,non_financial_6642,COMBINED SYSTEMS INC
"COMMERCIAL FURNITURE GROUP, INC. (F/K/A FALCON PRODUCTS, INC.)",1,non_financial_6656,COMMERCIAL FURNITURE GROUP INC F K A FALCON PRODUCTS INC
"COMMERICIAL VEHICLE SYSTEMS, INC.",1,non_financial_6659,COMMERICIAL VEHICLE SYSTEMS INC
COMPASS HORIZON FUNDING COMPANY LLC,1,non_financial_6671,COMPASS HORIZON FUNDING CO LLC
"COMPONENT HARDWARE GROUP, INC.",1,non_financial_6680,COMPONENT HARDWARE GROUP INC
"COMPONENT INTERTECHNOLOGIES, INC.",1,non_financial_6681,COMPONENT INTERTECHNOLOGIES INC
"COMPOSITE OPTICS, INCORPORATED",1,non_financial_825,COMPOSITE OPTICS INCORPORTED
COMPRESSOR PRODUCTS INTERNATIONAL LLC (F/K/A COLTEC INDUSTRIAL PRODUCTS LLC),1,non_financial_826,COMPRESSOR PRODUCTS INTERNATIONAL LLC
"COMPUSPEAK, INC.",1,non_financial_6690,COMPUSPEAK INC
"COMPUTER MOTION, INC.",1,non_financial_430,COMPUTER MOTION
"COMSCORE, INC",1,non_financial_830,COMSCORE
"COMSHARE, INCORPORATED",1,non_financial_6695,COMSHARE INC
CONCORDIA LABS INC.,1,non_financial_6718,CONCORDIA LABS INC
CONCRETE TECHNOLOGY CORPORATION,1,non_financial_6721,CONCRETE TECHNOLOGY CORP
"CONFLICT SECURITIES ADVISORY GROUP, INC.",1,non_financial_6739,CONFLICT SECURITIES ADVISORY GROUP INC
"CONSOLIDATED OBERG INDUSTRIES, LTD.",1,non_financial_6764,CONSOLIDATED OBERG INDUSTRIES LTD
CONSONA CORPORATION,1,non_financial_18608,CONSONA CORP
CONSUMER LIGHTING (U.S.) LLC,1,non_financial_844,CONSUMER LIGHTING US LLC
"CONTAINMENT SOLUTIONS, INC. (SUCCESSOR BY MERGER TO HOOVER CONTAINMENT, INC.)",1,non_financial_846,CONTAINMENT SOLUTIONS
"CONTECH CONSTRUCTION PRODUCTS, INC.",1,non_financial_847,CONTECH CONSTRUCTION PRODUCTS
"CONTEXT BIOPHARMA, INC.",1,non_financial_6788,CONTEXT BIOPHARMA INC
"CONTINENTAL SPRAYERS INTERNATIONAL, INC.",1,non_financial_850,CONTINENTAL SPRAYERS INTERNATIONAL
"CONTROL CONCEPTS, INC.",1,non_financial_6801,CONTROL CONCEPTS INC
CONTROL LASER CORPORATION,1,non_financial_853,CONTROL LASER CORP D B A BAUBLYS CONTROL LASER
CONVERGENCE INVESTMENTS LIMITED BVI,1,non_financial_6807,CONVERGENCE INVESTMENTS LTD BVI
"CONVERSION SYSTEMS,INC.",1,non_financial_6811,CONVERSION SYSTEMS INC
CONXION CORPORATION,1,non_financial_6814,CONXION CORP
"COOL EARTH SOLAR, INC.",1,non_financial_6815,COOL EARTH SOLAR INC
COOPER MANUFACTURING COMPANY,1,non_financial_6821,COOPER MANUFACTURING CO
COOPERATIEVE CENTRALE RAIFFEISEN-BOERELEENBANK B.A.,1,non_financial_6825,COOPERATIEVE CENTRALE RAIFFEISEN-BOERELEENBANK B A
COOPERVISION INC.,1,non_financial_863,COOPERVISION
COOPERVISION TECHNOLOGY LLC,1,non_financial_6827,COOPERVISION TECHNOLOGY LLC
"CORAZON TECHNOLOGIES, INC.",1,non_financial_6839,CORAZON TECHNOLOGIES INC
CORDIS DOW CORP. A CORP.,1,non_financial_864,CORDIS DOW CORP
CORE INTELLECTUAL PROPERTIES HOLDINGS LLC,1,non_financial_867,CORE INTELLECTUAL PROPERTIES HOLDINGS LLC
"CORE SDI, INC.",1,non_financial_6848,CORE SDI INC
"CORE SECURITY HOLDINGS, INC.",1,non_financial_18622,CORE SECURITY HOLDINGS INC
CORE SECURITY LIVE CORPORATION,1,non_financial_18623,CORE SECURITY LIVE CORP
CORE SECURITY SDI CORPORATION,1,non_financial_18624,CORE SECURITY SDI CORP
"CORE SECURITY TECHNOLOGIES, INC.",1,non_financial_18625,CORE SECURITY TECHNOLOGIES INC
"CORELLE BRANDS HOLDINGS INC. (F/K/A WKI HOLDING COMPANY, INC.)",1,non_financial_18626,CORELLE BRANDS HOLDINGS INC F K A WKI HOLDING CO INC
CORELLE BRANDS LLC (F/K/A SNAPWARE CORPORATION),1,non_financial_18627,CORELLE BRANDS LLC F K A SNAPWARE CORP
"COURION INTERMEDIATE HOLDINGS, INC.",1,non_financial_6893,COURION INTERMEDIATE HOLDINGS INC
COVIA LLC,1,non_financial_6898,COVIA LLC
"CRAFTSMAN CUSTOM METALS, LLC",1,non_financial_6929,CRAFTSMAN CUSTOM METALS LLC
"CRAY RESEARCH, INC. C/O DAVID E. FRASCH",1,non_financial_907,CRAY RESEARCH
CREATACARD INTERNATIONAL LEASING INC.,1,non_financial_6938,CREATACARD INTERNATIONAL LEASING INC
"CREATACARD, INC.",1,non_financial_6939,CREATACARD INC
"CREATIVE CONCEPTS UNLIMITED SOLE PROPRIETORSHIP, OWNED BY JEANETTE C. GOETTEL-SCHWARTZ",1,non_financial_6940,CREATIVE CONCEPTS UNLTD SOLE PROPRIETORSHIP OWNED BY JEANETTE C GOETTEL-SCHWARTZ
"CREDIT AGRICOLE INDOSUEZ, AS COLLATERAL AGENT",1,non_financial_6945,CREDIT AGRICOLE INDOSUEZ
CREDITANSTALT AG F/K/A CREDITANSTALT BANKVEREIN,1,non_financial_6946,CREDITANSTALT AG F K A CREDITANSTALT BANKVEREIN
CRESCENDO NETWORKS LTD,1,non_financial_913,CRESCENDO NETWORKS
CRICKET ALABAMA PROPERTY COMPANY,1,non_financial_6956,CRICKET ALABAMA PROPERTY CO
CRICKET ARIZONA PROPERTY COMPANY,1,non_financial_6957,CRICKET ARIZONA PROPERTY CO
CRICKET ARKANSAS PROPERTY COMPANY,1,non_financial_914,CRICKET KANSAS PROPERTY CO
CRICKET CALIFORNIA PROPERTY COMPANY,1,non_financial_6958,CRICKET CALIFORNIA PROPERTY CO
CRICKET COLORADO PROPERTY COMPANY,1,non_financial_6959,CRICKET COLORADO PROPERTY CO
CRICKET FLORIDA PROPERTY COMPANY,1,non_financial_915,CRICKET OHIO PROPERTY CO
"CRICKET GEORGIA PROPERTY COMPANY, INC.",1,non_financial_6961,CRICKET GEORGIA PROPERTY CO INC
"CRICKET HOLDINGS DAYTON, INC.",1,non_financial_6962,CRICKET HOLDINGS DAYTON INC
CRICKET IDAHO PROPERTY COMPANY,1,non_financial_915,CRICKET OHIO PROPERTY CO
CRICKET ILLINOIS PROPERTY COMPANY,1,non_financial_6963,CRICKET ILLINOIS PROPERTY CO
CRICKET INDIANA PROPERTY COMPANY,1,non_financial_915,CRICKET OHIO PROPERTY CO
CRICKET KANSAS PROPERTY COMPANY,1,non_financial_914,CRICKET KANSAS PROPERTY CO
CRICKET KENTUCKY PROPERTY COMPANY,1,non_financial_6964,CRICKET KENTUCKY PROPERTY CO
"CRICKET LICENSEE (COLUMBUS), INC.",1,non_financial_916,CRICKET LICENSEE I
CRICKET LICENSEE (DENVER) INC.,1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE (MACON), INC.",1,non_financial_916,CRICKET LICENSEE I
CRICKET LICENSEE (NORTH CAROLINA) INC.,1,non_financial_916,CRICKET LICENSEE I
CRICKET LICENSEE (PITTSBURGH) INC.,1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE (REAUCTION), INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE I, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE II, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE III, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE IV, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE IX, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE V, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE VI, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE VII, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE VIII, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE X, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE XI, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE XII, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE XIII, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE XIV, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE XIX, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE XV, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE XVI, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE XVII, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE XVIII, INC.",1,non_financial_916,CRICKET LICENSEE I
"CRICKET LICENSEE XX, INC.",1,non_financial_916,CRICKET LICENSEE I
CRICKET LICENSSE (LAKELAND) INC.,1,non_financial_6965,CRICKET LICENSSE LAKELAND INC
"CRICKET LICESNSEE (ALBANY), INC.",1,non_financial_6966,CRICKET LICESNSEE ALBANY INC
CRICKET MICHIGAN PROPERTY COMPANY,1,non_financial_6967,CRICKET MICHIGAN PROPERTY CO
CRICKET MINNESOTA PROPERTY COMPANY,1,non_financial_6968,CRICKET MINNESOTA PROPERTY CO
CRICKET MISSISSIPPI PROPERTY COMPANY,1,non_financial_6969,CRICKET MISSISSIPPI PROPERTY CO
CRICKET NEBRASKA PROPERTY COMPANY,1,non_financial_917,CRICKET NEVADA PROPERTY CO
CRICKET NEVADA PROPERTY COMPANY,1,non_financial_917,CRICKET NEVADA PROPERTY CO
CRICKET NEW MEXICO PROPERTY COMPANY,1,non_financial_6970,CRICKET NEW PROPERTY CO
"CRICKET NEW YORK PROPERTY COMPANY, INC.",1,non_financial_6970,CRICKET NEW PROPERTY CO
CRICKET NORTH CAROLINA PROPERTY COMPANY,1,non_financial_6971,CRICKET NORTH CAROLINA PROPERTY CO
CRICKET OHIO PROPERTY COMPANY,1,non_financial_915,CRICKET OHIO PROPERTY CO
CRICKET OKLAHOMA PROPERTY COMPANY,1,non_financial_915,CRICKET OHIO PROPERTY CO
CRICKET OREGON PROPERTY COMPANY,1,non_financial_915,CRICKET OHIO PROPERTY CO
CRICKET PENNSYLVANIA PROPERTY COMPANY,1,non_financial_6972,CRICKET PENNSYLVANIA PROPERTY CO
CRICKET TEXAS PROPERTY COMPANY,1,non_financial_915,CRICKET OHIO PROPERTY CO
CRICKET UTAH PROPERTY COMPANY,1,non_financial_915,CRICKET OHIO PROPERTY CO
CRICKET WASHINGTON PROPERTY COMPANY,1,non_financial_6973,CRICKET WASHINGTON PROPERTY CO
CRICKET WISCONSIN PROPERTY COMPANY,1,non_financial_6974,CRICKET WISCONSIN PROPERTY CO
"CRITICAL CARE INNOVATIONS, INC.",1,non_financial_18636,CRITICAL CARE INNOVATIONS INC
"CRL COMPONENTS, INC.",1,non_financial_919,CRL COMPONENTS A CORP OF DE
"CROCS ONLINE, INC.",1,non_financial_6984,CROCS ONLINE INC
"CROCS RETAIL, INC.",1,non_financial_6985,CROCS RETAIL LLC
"CROSSBEAM SYSTEMS, INC.",1,non_financial_6996,CROSSBEAM SYSTEMS INC
CRYOCATH TECHNOLOGIES INC.,1,non_financial_927,CRYOCATH TECHNOLOGIES
"CRYPTEK, INC.",1,non_financial_7025,CRYPTEK INC
"CRYPTOPEAK SOLUTIONS, LLC",1,non_financial_7026,CRYPTOPEAK SOLUTIONS LLC
CRYSTAL SEMICONDUCTOR CORPORATION,1,non_financial_7028,CRYSTAL SEMICONDUCTOR CORP
"CRYSTAL VOICE COMMUNICATIONS, INC.",1,non_financial_7030,CRYSTAL VOICE COMMUNICATIONS INC
CSM BAKERY SOLUTIONS LLC,1,non_financial_18640,CSM BAKERY SOLUTIONS LLC
"CSP TECHNOLOGIES NORTH AMERICA, LLC (F/K/A CV HOLDINGS, L.L.C.)",1,non_financial_931,CSP TECHNOLOGIES
"CST COVERS INDUSTRIES, INC.",1,non_financial_932,CST INDUSTRIES
"CST INDUSTRIES, INC.",1,non_financial_932,CST INDUSTRIES
"CST POWER AND CONSTRUCTION, INC.",1,non_financial_7049,CST POWER & CONSTRUCTION INC
