ee_name,freq,entity_id,standard_name
"NATIONAL BANK OF DETROIT, A NATIONAL BANKING ASSOCIATION",29,financial_197,NATIONAL BANK OF DETROIT
POST ROAD ADMINISTRATIVE LLC,29,financial_1151,POST ROAD ADMINISTRATIVE LLC
"SANWA BUSINESS CREDIT CORPORATION, A CORP. OF DE",29,financial_913,SANWA BUSINESS CREDIT CORPORATIONA DE CORP
SIEMENS DRAM SEMICONDUCTOR CORPORATION,29,financial_1800,SIEMENS DRAM SEMICONDUCTOR CORP
THE NORTHERN TRUST COMPANY,29,financial_774,NORTHERN
"THE NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY, AS AGENT",29,financial_777,NORTHWESTERN MUTUAL LIFE INSURANCE CO
THIRD SECURITY SENIOR STAFF 2008 LLC,29,financial_2444,THIRD SECURITY SENIOR STAFF 2008 LLC
"VECTOR PTNX SELLER NOTE (DEL), LLC",29,financial_3364,VECTOR PTNX SELLER NOTE DEL LLC
"VICTORY PARK MANAGEMENT, LLC",29,financial_1082,VICTORY PARK MANAGEMENT LLC
WOODFOREST NATIONAL BANK,29,financial_3233,WOODFOREST NATIONAL BANK
"ALLY BANK, AS REVOLVING COLLATERAL AGENT",28,financial_34,ALLY BANK
"ALLY BANK, AS TERM COLLATERAL AGENT",28,financial_34,ALLY BANK
"BANK OF NOVA SCOTIA, THE, AS ADMINISTRATIVE AGENT",28,financial_110,BANK OF NOVA SCOTIA
"BANK ONE, N.A.",28,financial_113,BANK ONE NA
BLONDER TONGUE INVESTMENT COMPANY,28,financial_2318,BLONDER TONGUE INVESTMENT CO
"BROADOAK FUND V, L.P.",28,financial_173,BROADOAK FUND V
"CHASE MANHATTAN BANK (NATIONAL ASSOCIATION), THE, A NATIONAL BANKING ASSOCIATION",28,financial_231,CHASE MANHATTAN BANK
"CIT FINANCE LLC, AS ADMINISTRATIVE AGENT",28,financial_245,CIT FINANCE LLC
"CITIBANK N.A., AS COLLATERAL AGENT",28,financial_251,CITIBANK NA
"CITIGROUP NORTH AMERICA, INC.",28,financial_2954,CITIGROUP NORTH AMERICA INC
"CITIZENS BANK, N.A. (F/K/A RBS CITIZENS, N.A.)",28,financial_254,CITIZENS BANK NA
"COMMERCE BANK, N.A.",28,financial_272,COMMERCE BANK NA
"CONNECTICUT INNOVATIONS, INCORPORATED",28,financial_287,CONNECTICUT INNOVATIONS
"COOPERATIEVE RABOBANK U.A., NEW YORK BRANCH, AS ADMINISTRATIVE AGENT",28,financial_294,COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK B A RABOBANK NEDERLAND NEW YORK
CREDIT SUISSE FIRST BOSTON AS COLLATERAL AGENT,28,financial_309,CREDIT SUISSE
CREDIT SUISSE FIRST BOSTON AS SECURITY TRUSTEE,28,financial_309,CREDIT SUISSE
"CREDIT SUISSE, LONDON BRANCH, AS SECOND LIEN COLLATERAL AGENT",28,financial_309,CREDIT SUISSE
"D. E. SHAW DIRECT CAPITAL PORTFOLIOS, L.L.C. AS AGENT",28,financial_326,D E SHAW DIRECT CAPITAL PORTFOLIOS LLC
"D.B. ZWIRN SPECIAL OPPORTUNITIES FUND, L.P.",28,financial_325,D B ZWIRN FINANCE LLC
"EMALFARB, MARK A.",28,financial_3647,EMALFARB MARK A
FRANCISCO TRUST,28,financial_3883,FRANCISCO TRUST
"FULLBRITE CAPITAL PARTNERS, LLC",28,financial_3903,FULLBRITE CAPITAL PARTNERS LLC
HAYFIN SERVICES LLP,28,financial_532,HAYFIN SERVICES
"HERCULES CAPITAL, INC., AS COLLATERAL AGENT",28,financial_544,HERCULES CAPITAL
"HIGH TRAIL INVESTMENTS SA LLC, AS COLLATERAL AGENT",28,financial_5618,HIGH TRAIL INVESTMENTS SA LLC
HORIZON CREDIT II LLC,28,financial_555,HORIZON TECHNOLOGY FINANCE CORP
LASALLE BANK MIDWEST N.A.,28,financial_636,LASALLE BANK NA
MARK A. EMALFARB TRUST,28,financial_4794,MARK A EMALFARB TRUST
"MERRILL LYNCH CAPITAL, A DIVISION OF MERRILL LYNCH BUSINESS FINANCIAL SERVICES, INC.",28,financial_702,MERRILL LYNCH CAPITAL
MORGAN GUARANTY TRUST COMPANY,28,financial_730,MORGAN GUARANTY OF NEW YORK & MORGAN BANK DELAWARE S SEE RECORD FOR THE REMAINING ASSIGNEES
"MWV PINNACLE CAPITAL FUND, L.P.",28,financial_743,MWV PINNACLE CAPITAL FUND
RBC CENTURA BANK,28,financial_2091,RBC CENTURA BANK
"ROYAL BANK OF SCOTLAND, PLC",28,financial_5759,ROYAL BANK OF SCOTLAND PLC
"SUN, DAVID",28,financial_2106,SUN DAVID
TCW ASSET MANAGEMENT COMPANY,28,financial_1018,TCW ASSET MANAGEMENT CO LLC
"THL CORPORATE FINANCE, INC.",28,financial_1036,THL CORPORATE FINANCE
"UBS AG, STAMFORD BRANCH, AS FIRST LIEN COLLATERAL AGENT",28,financial_1062,UBS STAMFORD
WEBSTER BUSINESS CREDIT CORPORATION,28,financial_1099,WEBSTER BUSINESS CREDIT CORP
"WELLS FARGO BANK, N.A. A NATIONAL BANKING ASSOCIATION",28,financial_1103,WELLS FARGO BANK NA
"WELLS FARGO BANK, NATIONAL ASSOCIATON, AS SECURED NOTES COLLATERAL AGENT",28,financial_1103,WELLS FARGO BANK NA
WELLS FARGO NATIONAL ASSOCIATION,28,financial_1103,WELLS FARGO BANK NA
"WINGSPIRE CAPITAL LLC, AS ADMINISTRATIVE AGENT",28,financial_1114,WINGSPIRE CAPITAL LLC
"ADVANCED MICRO DEVICES, INC.",27,financial_1262,ADVANCED MICRO DEVICES INC
AVIDBANK,27,financial_5512,AVIDBANK CORPORATE FINANCE
"CARLYLE/RIVERSTONE GLOBAL ENERGY AND POWER FUND I, L.P.",27,financial_211,CARLYLE RIVERSTONE GLOBAL ENERGY & POWER FUND I
"CIT GROUP/BUISNESS CREDIT, INC.",27,financial_244,CIT GROUP BUSINESS CREDIT
"CITICORP USA, INC",27,financial_5518,CITICORP NORTH AMERICA
CREDIT AGRICOLE INDOSUEZ,27,financial_306,CREDIT AGRICOLE INDOSUEZ
"DEUTSCHE BANK AG, LONDON",27,financial_350,DEUTSCHE BANK
FIRST NATIONAL BANK OF BOSTON THE,27,financial_431,FIRST NATIONAL BANK OF CHICAGO
"FSJC VII, LLC, AS ADMINISTRATIVE AGENT",27,financial_460,FSJC III LLC
GOLUB CAPITAL MARKETS LLC,27,financial_503,GOLUB CAPITAL MARKETS LLC
"GOLUB CAPITAL MARKETS LLC, AS SUCCESSOR AGENT",27,financial_503,GOLUB CAPITAL MARKETS LLC
IMED CORPORATION,27,financial_4318,IMED CORP
KKR LOAN ADMINISTRATION SERVICES LLC,27,financial_617,KKR LOANADMINISTRATION SERVICES LLC
"KNOBBE, MARTENS, OLSON & BEAR, LLP",27,financial_620,KNOBBE MARTENS OLSON & BEAR
"KOPPERS AND MELLON BANK, N.A.",27,financial_4574,KOPPERS & MELLON BANK NA
LASALLE BANK NATIONAL ASSOCIATION (AS AGENT),27,financial_636,LASALLE BANK NA
"LAW DEBENTURE TRUST COMPANY OF NEW YORK, AS AGENT",27,financial_640,LAW DEBENTURE
MARINE MIDLAND BANK,27,financial_677,MARINE MIDLAND BANK NA
"MARINE MIDLAND BANK, N.A.",27,financial_677,MARINE MIDLAND BANK NA
"MB FINANCIAL BANK, N.A. AS ADMINISTRATIVE AGENT",27,financial_690,MB FINANCIAL BANK NA
"MORIAH CAPITAL, L.P.",27,financial_5037,MORIAH CAPITAL LP
"PFC THEAPUTICS, LLC",27,financial_829,PFC THEAPUTICS LLC
SAINT-GOBAIN PERFORMANCE PLASTICS CORPORATION,27,financial_3054,SAINT-GOBAIN PERFORMANCE PLASTICS CORP
SANMINA CORPORATION,27,financial_1604,SANMINA CORP
"SF CAPITAL PARTNERS, LTD.",27,financial_937,SF CAPITAL PARTNERS
ST. JUDE MEDICAL PUERTO RICO LLC,27,financial_1978,ST JUDE MEDICAL PUERTO RICO LLC
"STONEHENGE OPPORTUNITY FUND, LLC",27,financial_2045,STONEHENGE OPPORTUNITY FUND LLC
"TCW ASSET MANAGEMENT COMPANY LLC, AS COLLATERAL AGENT",27,financial_1018,TCW ASSET MANAGEMENT CO LLC
"WILMINGTON TRUST, NATIONAL ASSOCIATION, IN ITS CAPACITY AS ADMINISTRATIVE AGENT AND COLLATERAL AGENT FOR THE SECURED PARTIES",27,financial_1111,WILMINGTON NA
"ADAMS STREET CREDIT ADVISORS LP, AS AGENT",26,financial_13,ADAMS STREET CREDIT ADVISORS
AIRWORKS FUNDING LLLP,26,financial_22,AIRWORKS FUNDING LLLP
ALEXANDRA GLOBAL MASTER FUND LTD.,26,financial_1345,ALEXANDRA GLOBAL MASTER FUND LTD
"ALLIANT TECHSYSTEMS, INC.",26,financial_28,ALLIANT TECHSYSTEMS
"BALTIMORE FEDERAL FINANCIAL, F.S.A.",26,financial_95,BALTIMORE FEDERAL FINANCIAL F
"BANC OF AMERICA COMMERCIAL FINANCE CORPORATION, AS AGENT",26,financial_5553,BANC OF AMERICA COMMERCIAL FINANCE CORP
"BANK OF AMERICAN, N.A.",26,financial_43,BANK OF AMERICA NA
"BANK ONE, WISCONSIN, AS COLLATERAL AGENT",26,financial_113,BANK ONE NA
BLACKROCK KELSO CAPITAL CORPORATION,26,financial_150,BLACKROCK KELSO CAPITAL CORP
"BOATMEN'S NATIONAL BANK OF ST. LOUIS, THE",26,financial_157,BOATMEN S NATIONAL BANK OF ST LOUIS
"BRIGHTWOOD LOAN SERVICES LLC, AS COLLATERAL AGENT",26,financial_168,BRIGHTWOOD LOAN SERVICES LLC
CHASE MANHATTAN BANK (NATIONAL ASSOCIATION),26,financial_231,CHASE MANHATTAN BANK
"COOPER COMPANIES, INC., THE",26,financial_3147,COOPER CO INC
"CRITICAL CAPITAL GROWTH FUND, L.P.",26,financial_3324,CRITICAL CAPITAL GROWTH FUND LP
"HOUSEHOLD COMMERCIAL FINANCIAL SERVICES, INC.",26,financial_558,HOUSEHOLD COMMERCIAL FINANCIAL SERVICES
INTEL CORPORATION,26,financial_4355,INTEL CORP
LAMBDA INVESTORS LLC C/O WEXFORD CAPITAL LP,26,financial_631,LAMBDA INVESTORS LLC
M&T BANK,26,financial_4749,M & T BANK
"MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S.P.A, AS SECURITY AGENT",26,financial_4877,MEDIOBANCA - BANCA DI CREDITO FINANZIARIO S P A AS SECURITY AGENT
"MERRILL LYNCH PIERCE, FENNER & SMITH INC.",26,financial_702,MERRILL LYNCH CAPITAL
"NATIONSBANK OF NORTH CAROLINA, N.A.",26,financial_749,NATIONSBANK NA
NORAND CORPORATION,26,financial_5190,NORAND CORP
"OGP I, LLC",26,financial_5254,OGP I LLC
"PICKENS, THOMAS B, III",26,financial_5461,PICKENS THOMAS B III
"PINNACLE VENTURES, L.L.C.",26,financial_838,PINNACLE VENTURES LLC
"ROYAL BANK OF SCOTLAND, THE",26,financial_5759,ROYAL BANK OF SCOTLAND PLC
RS PROPERTIES I LLC,26,financial_1530,RS PROPERTIES I LLC
SANDS BROTHERS VENTURE CAPITAL II LLC,26,financial_909,SANDS BROTHERS VENTURE CAPITAL LLC
SANDS BROTHERS VENTURE CAPITAL III LLC,26,financial_909,SANDS BROTHERS VENTURE CAPITAL LLC
SANDS BROTHERS VENTURE CAPITAL IV LLC,26,financial_909,SANDS BROTHERS VENTURE CAPITAL LLC
SANDS BROTHERS VENTURE CAPITAL LLC,26,financial_909,SANDS BROTHERS VENTURE CAPITAL LLC
"SONICWALL US HOLDINGS, INC.",26,financial_1917,SONICWALL US HOLDINGS INC
"SPBC, INC., 12750 MERIT DRIVE, STE. 1300, DALLAS, TEXAS 75251 A CORP. OF DE",26,financial_981,SPBC
TRIPLEPOINT CAPITAL LLC (AS GRANTEE),26,financial_1050,TRIPLEPOINT CAPITAL LLC
"WELLS FARGO BANK, NA",26,financial_1103,WELLS FARGO BANK NA
"ABLECO FINANCE LLC, A DELAWARE LIMITED LIABILITY COMPANY, AS AGENT",25,financial_5,ABLECO FINANCE LLC
ACMI CORPORATION,25,financial_1225,ACMI CORP
ALIBABA.COM US INVESTMENT HOLDING CORP.,25,financial_1353,ALIBABA COM US INVESTMENT HOLDING CORP
"APPLIED MATERIALS, INC.",25,financial_66,APPLIED MATERIALS
"BANK OF AMERICA N.A., AS COLLATERAL AGENT",25,financial_43,BANK OF AMERICA NA
"BANK OF AMERICA, N.A. A NATIONAL BANKING ASSOCIATION",25,financial_43,BANK OF AMERICA NA
"BANK OF AMERICA, N.A., IN ITS CAPACITY AS ADMINISTRATIVE AGENT FOR ITSELF, THE LENDERS AND THE L/C ISSUER, AS EACH IS DEFINED IN THE ATTACHED SECURITY AGREEMENT",25,financial_43,BANK OF AMERICA NA
"BIOMED SOLUTIONS, LLC( FORMERLY KNOWN AS BIOPHAN, LLC)",25,financial_2266,BIOMED SOLUTIONS LLC FORMERLY KNOWNAS BIOPHAN LLC
CHASE MANHATTAN BANK (NATIONAL ASSOC.) THE,25,financial_231,CHASE MANHATTAN BANK
"CHASE MANHATTAN BANK, THE (NATIONAL ASSOCIATION) AS SECURITY AGENT",25,financial_231,CHASE MANHATTAN BANK
"CHASE MANHATTAN BANK, THE, (NATIONAL ASSOCIATION)",25,financial_231,CHASE MANHATTAN BANK
CITICORP INDUSTRIAL CREDIT INC.,25,financial_5518,CITICORP NORTH AMERICA
"CITICORP NORTH AMERICA, INC., AS FIRST LIEN COLLATERAL AGENT",25,financial_5518,CITICORP NORTH AMERICA
"CRANSHIRE CAPITAL, L.P.",25,financial_303,CRANSHIRE CAPITAL
"CREDIT AGRICOLE INDOSUEZ, AS COLLATERAL AGENT",25,financial_306,CREDIT AGRICOLE INDOSUEZ
"DEUTSCHE BANK AG, TOKYO BRANCH, AS ADMINISTRATIVE AGENT",25,financial_350,DEUTSCHE BANK
"DRUG ROYALTY USA, INC.",25,financial_367,DRUG ROYALTY USA
"FLEET CAPITAL CORPORATION, AS AGENT, A CORP. OF RHODE ISLAND",25,financial_442,FLEET CAPITAL CORP
"HEALTHCARE FINANCIAL SOLUTIONS, LLC (AS SUCCESSOR-IN-INTEREST TO GENERAL ELECTRIC CAPITAL CORPORATION), AS AGENT",25,financial_537,HEALTHCARE FINANCIAL SOLUTIONS LLC
HILCO CAPITAL LLP,25,financial_552,HILCO CAPITAL
"HUNTINGTON NATIONAL BANK, THE, AS ADMINISTRATIVE AGENT",25,financial_566,HUNTINGTON NATIONAL BANK
"ICON AGENT, LLC",25,financial_4291,ICONAGENT LLC
"JEFFERIES FINANCE LLC, AS SUCCESSOR AGENT",25,financial_599,JEFFERIES FINANCE LLC
"JPMORGAN CHASE BANK, N.A., AS ADMINISTRATIVE AGENT AND GRANTEE",25,financial_605,JP MORGAN CHASE BANK NA
"KELTIC FINANCIAL PARTNERS, LP",25,financial_610,KELTIC FINANCIAL PARTNERS
"KOREA DEVELOPMENT BANK, NEW YORK BANK",25,financial_622,KOREA DEVELOPMENT BANK NEW YORK
LLOYDS BANK PLC,25,financial_651,LLOYDS BANK
"MERRILL LYNCH CAPITAL, A DIVISION OF MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC., AS AGENT",25,financial_702,MERRILL LYNCH CAPITAL
"MEZZANINE OPPORTUNITIES LLC, AS AGENT",25,financial_704,MEZZANINE OPPORTUNITIES LLC
"MINTZ LEVIN COHN FERRIS GLOVSKY AND POPEO, P.C.",25,financial_721,MINTZ LEVIN COHN FERRIS GLOVSKY & POPEO P C
MMC/GATX PARTNERSHIP NO.1,25,financial_725,MMC GATX PARTNERSHIP NO 1
"NATIONAL CITY BANK, CANADA BRANCH",25,financial_256,NATIONAL BANK
NH EXPANSION CREDIT FUND HOLDINGS LP,25,financial_5166,NH EXPANSION CREDIT FUND HOLDINGS LP
"PARTNERS FOR GROWTH II, L.P.",25,financial_813,PARTNERS FOR GROWTH
PFIZER INC.,25,financial_830,PFIZER
"RBS BUSINESS CAPITAL, A DIVISION OF RBS ASSET FINANCE, INC.",25,financial_878,RBS BUSINESS CAPITAL
"SECURITY PACIFIC BUSINESS CREDIT INC., A DE CORP.",25,financial_929,SECURITY PACIFIC NATIONAL BANK
"WILMINGTON SAVINGS FUND SOCIETY, FSB, AS AGENT",25,financial_1110,WILMINGTON SAVINGS FUND SOCIETY FSB COLLATERAL AGENT
"ANTARES CAPITAL LP, AS FIRST LIEN ADMINISTRATIVE AGENT",24,financial_55,ANTARES CAPITAL
ARBEL FUND L.P.,24,financial_1605,ARBEL FUND LP
"ARES CAPITAL CORPORATION, AS SECOND LIEN ADMINISTRATIVE AGENT",24,financial_68,ARES CAPITAL CORP
"BANK OF AMERICA, N.A.,",24,financial_43,BANK OF AMERICA NA
"BANK OF AMERICA, N.A., AS COLLATERAL AND ADMINISTRATIVE AGENT",24,financial_43,BANK OF AMERICA NA
"CEQUENT PHARMACEUTICALS, INC.",24,financial_2697,CEQUENT PHARMACEUTICALS INC
"CITIBANK, N.A.,",24,financial_251,CITIBANK NA
"COMPUTERSHARE TRUST COMPANY OF CANADA, AS COLLATERAL TRUSTEE",24,financial_279,COMPUTERSHARE NA
"DAI-ICHI KANGYO BANK, LIMITED, THE",24,financial_3373,DAI-ICHI KANGYO BANK LTD
"DEERFIELD INTERNATIONAL MASTER FUND, L.P.",24,financial_3422,DEERFIELD INTERNATIONAL MASTER FUND LP
"DEERFIELD PARTNERS, L.P.",24,financial_339,DEERFIELD DESIGN FUND II
"DIODEM, LLC",24,financial_3482,DIODEM LLC
"EOS HOLDINGS LLC, AS AGENT",24,financial_3690,EOS HOLDINGS LLC
"EQUITABLE BANK, NATIONAL ASSOCIATION, AS AGENT",24,financial_396,EQUITABLE BANK NA
"FIFTH THIRD BANK, AN OHIO BANKING CORPORATION",24,financial_413,FIFTH THIRD BANK
"FORDHAM CAPITAL PARTNERS, LLC",24,financial_3861,FORDHAM CAPITAL PARTNERS LLC
"GENERAL ELECTRIC CAPITAL CORPORATION,AS ADMINISTRATIVE AGENT",24,financial_482,GENERAL ELECTRIC CAPITAL CORP
"GENOPTIX, INC.",24,financial_3968,GENOPTIX INC
"GIBRALTAR BUSINESS CAPITAL, LLC",24,financial_3984,GIBRALTAR BUSINESS CAPITAL LLC
"GLAS TRUST CORPORATION LIMITED, AS SECURITY AGENT AND GRANTEE",24,financial_491,GLAS RP
"GREENWOOD INVESTMENTS, INC.",24,financial_4059,GREENWOOD INVESTMENTS INC
"HORIZON TECHNOLOGY FINANCE CORPORATION, AS COLLATERAL AGENT",24,financial_555,HORIZON TECHNOLOGY FINANCE CORP
"IMAGE INVESTOR PORTFOLIO, A SEPARATE SERIES OF MEMPHIS ANGELS, LLC, A DELAWARE LIMITED LIABILITY COMPANY",24,financial_573,IMAGE INVESTOR PORTFOLIO A SEPARATE SERIES OF MEMPHIS ANGELS LLC
"IROQUOIS CAPITAL OPPORTUNITY FUND, LP",24,financial_4390,IROQUOIS CAPITAL OPPORTUNITY FUND
"JPMORGAN CHASE BANK, AS AGENT",24,financial_605,JP MORGAN CHASE BANK NA
"JPMORGAN CHASE BANK, N.A., AS COLLATERAL AGENT IN RESPECT OF THE ABL CREDIT AGREEMENT",24,financial_605,JP MORGAN CHASE BANK NA
"JPMORGAN CHASE BANK, N.A., AS COLLATERAL AGENT IN RESPECT OF THE TERM LOAN CREDIT AGREEMENT",24,financial_605,JP MORGAN CHASE BANK NA
KIP PELI P1 LP,24,financial_4550,KIP PELI P1 LP
"LV ADMINISTRATIVE SERVICES, INC.",24,financial_4746,LV ADMINISTRATIVE SERVICES INC
"MGG INVESTMENT GROUP, LP, AS COLLATERAL AGENT",24,financial_706,MGG INVESTMENT GROUP
"MIDCAP FINANCIAL, LLC, AS ADMINISTRATIVE AGENT",24,financial_715,MIDCAP FINANCIAL
MIDTOWN MADISON MANAGEMENT LLC,24,financial_4958,MIDTOWN MADISON MANAGEMENT LLC
MILFAM II L.P.,24,financial_719,MILFAM II
NATIONAL BROACH & MACHINE COMPANY,24,financial_5092,NATIONAL BROACH & MACHINE CO
"NATIONSBANK OF TEXAS, N.A., AS AGENT AND ADMINISTRATIVE AGENT",24,financial_749,NATIONSBANK NA
"NEWLIGHT CAPITAL, LLC",24,financial_5155,NEWLIGHT CAPITAL LLC
OBSIDIAN LLC,24,financial_791,OBSIDIAN LLC
PORTSIDE GROWTH AND OPPORTUNITY FUND,24,financial_850,PORTSIDE GROWTH & OPPORTUNITY FUND
"SCM SPECIALTY FINANCE OPPORTUNITIES FUND, L.P.",24,financial_1674,SCM SPECIALTY FINANCE OPPORTUNITIES FUND LP
SILICON VALLEY BANK COMMERCIAL FINANCE DIVISION,24,financial_950,SILICON VALLEY BANK
"THE BANK OF NEW YORK, AS ADMINISTRATIVE AGENT",24,financial_102,BANK OF NEW YORK MELLON
"TRUIST BANK, AS AGENT",24,financial_1053,TRUIST BANK
"UMB BANK, NATIONAL ASSOCIATION, AS TRUSTEE",24,financial_1063,UMB BANK NA
UNITED VIRGINIA BANK A VA BANKING CORP,24,financial_2758,UNITED VIRGINIA BANK A VA BANKING CORP
WANXIANG AMERICA CORPORATION,24,financial_2951,WANXIANG AMERICA CORP
"WILDERNESS PLACE HOLDINGS LLC C/O DON CAMPBELL, PRESIDENT HAMBRECHT & QUIST GUARANTY FINANCE, L. P.",24,financial_4628,WILDERNESS PLACE HOLDINGS LLC C O DON CAMPBELL PRESIDENT HAMBRECHT & QUIST GUARANTY FINANCE LP
"XMARK FUND, LTD.",24,financial_1127,XMARK FUND
"ABN AMRO BANK, N.V.",23,financial_6,ABNAMRO BANK
ADAMS STREET CREDIT ADVISORS LP,23,financial_13,ADAMS STREET CREDIT ADVISORS
"BANK OF VIRGINIA, 800 E. MAIN STREET, RICHMOND, VA. 23260, A BANKING CORP. OF VA.",23,financial_1996,BANK OF VIRGINIA 800 E MAIN STREET RICHMOND VA 23260 A BANKING CORP OF VA
"BANK ONE, INDIANAPOLIS, NATIONAL ASSOCIATION",23,financial_113,BANK ONE NA
"BET ASSOCIATES III, LLC",23,financial_2226,BET ASSOCIATES III LLC
BIG STAR INVESTMENTS LLC,23,financial_2253,BIG STAR INVESTMENTS LLC
"BIOPHARMA CREDIT PLC, AS COLLATERAL AGENT",23,financial_146,BIOPHARMA CREDIT
CIT GROUP/BUSINESS CREDIT INC.,23,financial_244,CIT GROUP BUSINESS CREDIT
"CITICORP NORTH AMERICA, INC., A DE CORP.",23,financial_5518,CITICORP NORTH AMERICA
COASTFED BUSINESS CREDIT CORPORATION,23,financial_3023,COASTFED BUSINESS CREDIT CORP
"COLEMAN COMPANY, INC., THE",23,financial_3034,COLEMAN CO INC
CREDIT SUISSE FIRST BOSTON AS FIRST LIEN ADMINISTRATIVE AGENT AND FIRST LIEN COLLATERAL AGENT,23,financial_309,CREDIT SUISSE
CREDIT SUISSE FIRST BOSTON AS SECOND LIEN ADMINISTRATIVE AGENT AND SECOND LIEN COLLATERAL AGENT,23,financial_309,CREDIT SUISSE
"DAMMEYER, TOM",23,financial_3382,DAMMEYER TOM
"DCOFI MASTER LDC, AS AGENT",23,financial_336,DCOFI MASTER LDC
DENALI EUROPEAN OPPORTUNITIES DESIGNATED ACTIVITY COMPANY,23,financial_3438,DENALI EUROPEAN OPPORTUNITIES DESIGNATED ACTIVITY CO
"EVERGREEN HOLDINGS I, LLC, AS COLLATERAL AGENT",23,financial_3720,EVERGREEN HOLDINGS I LLC
"FIRST NATIONAL BANK OF CHICAGO, AS AGENT, THE",23,financial_431,FIRST NATIONAL BANK OF CHICAGO
FOOTHILL CAPITAL CORPORATION A CA CORP.,23,financial_453,FOOTHILL CAPITAL CORP
"GOLD HILL VENTURE LENDING 03, L.P.",23,financial_499,GOLD HILL VENTURE LENDING 03
"GOLDMAN SACHS SPECIALTY LENDING GROUP, L.P., AS COLLATERAL AGENT",23,financial_502,GOLDMAN SACHS LENDING PARTNERS LLC
HARRIS TRUST AND SAVINGS BANK AN IL CORP.,23,financial_526,HARRIS & SAVINGS BANK
HEWLETT-PACKARD COMPANY,23,financial_4199,HEWLETT-PACKARD CO
HIGH TRAIL SPECIAL SITUATIONS LLC,23,financial_5619,HIGH TRAIL SPECIAL SITUATIONS LLC
HILCO CAPITAL LP,23,financial_552,HILCO CAPITAL
IDEXX EUROPE B.V.,23,financial_4296,IDEXX EUROPE BV
"IDEXX LABORATORIES, INC.",23,financial_4297,IDEXX LABORATORIES INC
"IDEXX OPERATIONS, INC.",23,financial_4298,IDEXX OPERATIONS INC
ITOCHU CORPORATION,23,financial_4400,ITOCHU CORP
"LASALLE BUSINESS CREDIT, LLC, AS AGENT",23,financial_637,LASALLE BUSINESS CREDIT
"MANUFACTURERS HANOVER TRUST COMPANY, A CORP OF",23,financial_670,MANUFACTURERS HANOVER
"MERRILL LYNCH CAPITAL, A DIVISION OF MERRILL LYNCH BUSINESS FINANCIAL SERVICES INC., AS COLLATERAL AGENT FOR THE TERM C LOAN LENDERS",23,financial_702,MERRILL LYNCH CAPITAL
MMC/GATX PARTNERSHIP NO. 1,23,financial_725,MMC GATX PARTNERSHIP NO 1
"NATIONSBANK OF GEORGIA, N.A.",23,financial_750,NATIONSBANK OF GEORGIA NA F K A CITIZENS & SOUTHERN NA
"NORTHERN TELECOM INC., A DE CORP.",23,financial_773,NORTHERN TELECOM
"NORTHWESTERN MUTUAL LIFE INSURANCE COMPANY, THE",23,financial_777,NORTHWESTERN MUTUAL LIFE INSURANCE CO
"NORWEST BANK MINNESOTA, NATIONAL ASSOCIATION",23,financial_778,NORWEST BANK MINNESOTA NA
PACIFIC BUSINESS FUNDING,23,financial_809,PACIFIC BUSINESS FUNDING
PFF BANK & TRUST,23,financial_5446,PFF BANK & TRUST
PROJECT TROJAN IP ACQUISITION LLC,23,financial_1217,PROJECT TROJAN IP ACQUISITION LLC
"PROVIDENT BANK, THE",23,financial_1813,PROVIDENT BANK
SLR INVESTMENT CORP.,23,financial_963,SLR INVESTMENT CORP F K A SOLAR CAPITAL
SMITH TEMPEL BLAHA LLC,23,financial_1882,SMITH TEMPEL BLAHA LLC
"TUNA INVESTMENTS, LLC, AS COLLATERAL AGENT",23,financial_2610,TUNA INVESTMENTS LLC
"VIDAMED, INC.",23,financial_2886,VIDAMED INC
"VRINGO, INC.",23,financial_2913,VRINGO INC
"WACHOVIA INVESTMENT HOLDINGS, LLC",23,financial_2929,WACHOVIA INVESTMENT HOLDINGS LLC
"WELLS FARGO BANK, N.A.,",23,financial_1103,WELLS FARGO BANK NA
WESTINGHOUSE GOVERNMENT SERVICES COMPANY LLC,23,financial_3093,WESTINGHOUSE GOVERNMENT SERVICES CO LLC
"WORLDWIDE STOCK TRANSFER, LLC",23,financial_3247,WORLDWIDE STOCK TRANSFER LLC
"ABUSE DETERRENT PHARMACEUTICALS, LLC",22,financial_1201,ABUSE DETERRENT PHARMACEUTICALS LLC
BANK OF AMERICA NATIONAL TRUST AND SAVINGS ASSOCATION,22,financial_43,BANK OF AMERICA NA
"BANK OF AMERICA, N.A., AS ASSIGNEE AND ADMINISTRATIVE AGENT",22,financial_43,BANK OF AMERICA NA
"BANK OF AMERICA, N.A., AS THE ADMINISTRATIVE AGENT",22,financial_43,BANK OF AMERICA NA
"BIOPHARMA SECURED DEBT FUND II SUB, S.AR.L",22,financial_5559,BIOPHARMA SECURED DEBT FUND II SUB S AR L
BLACK HORSE CAPITAL MASTER FUND LTD.,22,financial_2298,BLACK HORSE CAPITAL MASTER FUND
"CHASE BANK USA, N.A.",22,financial_2733,CHASE BANK USA NA
"CHURCH & DWIGHT CO., INC.",22,financial_2838,CHURCH & DWIGHT CO INC
