or_name,freq,entity_id,standard_name
"BARCLAYS BUSINESS CREDIT, INC., 111 FOUNDERS PLAZA, SUITE 1200 EAST HARTFORD CONNECTICUT 28217",1,financial_125,BARCLAYS BUSINESS CREDIT
"BARCLAYSAMERICAN/COMMERCIAL, INC., A NC CORP.",1,financial_2120,BARCLAYSAMERICAN COMMERCIAL INC A NC CORP
"BATTIS, ROBERT D.",1,financial_2134,BATTIS ROBERT D
"BAY CITY CAPITAL FUND III, L.P., THE",1,financial_131,BAY CAPITAL FUND IV
"BAY CITY CAPITAL FUND IV, L.P.",1,financial_131,BAY CAPITAL FUND IV
"BAYBANK, N.A.",1,financial_5515,BAYBANK MIDDLESEX
BAYERISCHE HYPO-UND VEREINSBANK AKTIENGESELLSCHAFT,1,financial_132,BAYERISCHE VEREINSBANK
"BE AEROSPACE, INC.",1,financial_2171,BE AEROSPACE INC
BEAR STEARNS CORPORATE LENDING INC.,1,financial_133,BEAR STEARNS CORPORATE LENDING
"BECK, HILARY PLAKE",1,financial_2182,BECK HILARY PLAKE
BELGIAN CORPORATION FOR INTERNATIONAL INVESTMENT (S. B.I.),1,financial_135,BELGIAN CORP FOR INTERNATIONAL INVESTMENT S B I
BELGIAN CORPORATION FOR INTERNATIONAL INVESTMENT (S.B.I.),1,financial_135,BELGIAN CORP FOR INTERNATIONAL INVESTMENT S B I
BELGIAN CORPORATION FOR INTERNATIONAL INVESTMENT (SBI) BY ANDRE VAN DEN BOGAERT,1,financial_135,BELGIAN CORP FOR INTERNATIONAL INVESTMENT S B I
"BELTWAY CAPITAL PARTNERS, LLC",1,financial_2205,BELTWAY CAPITAL PARTNERS LLC
BENJAMIN E. NICKOLL,1,financial_2207,BENJAMIN E NICKOLL
"BERKE, EILEEN",1,financial_2216,BERKE EILEEN
"BFI BUSINESS FINANCE, A CALIFORNIA CORPORATION",1,financial_141,BFI BUSINESS FINANCE DBA CAPITALSOURCE BUSINESS FINANCE GROUP
BFM AERO SPACE CORPORATION,1,financial_143,BFM AEROSPACE CORP
BG CAPITAL GROUP LIMITED,1,financial_2241,BG CAPITAL GROUP LTD
"BHC INTERIM FUNDING III, L.P.",1,financial_144,BHC INTERIM FUNDING II
BILLYBEY HOLDING COMPANY LLC,1,financial_2255,BILLYBEY HOLDING CO LLC
"BIOMEDICAL ENGINEERING UNIVERSITY OF MIAMI BY PETER P. TARJAN, CHAIRMAN",1,financial_2267,BIOMEDICAL ENGINEERING UNIVERSITY OF MIAMI BY PETER P TARJAN CHAIRMAN
"BIOTECHNOLOGY DEVELOPMENT FUND II, L.P.",1,financial_2280,BIOTECHNOLOGY DEVELOPMENT FUND II LP
BLACK DIAMOND COMMERCIAL FINANCE L.L.C.,1,financial_147,BLACK DIAMOND COMMERCIAL FINANCE LLC
"BLACK, DAVID",1,financial_2299,BLACK DAVID
"BLACKBURN, JOHN W.",1,financial_2307,BLACKBURN JOHN W
"BLACKSTONE MEDICAL, INC.",1,financial_2312,BLACKSTONE MEDICAL INC
"BLAIR, WILLIAM, NEW WORLD VENTURES, L.P.",1,financial_2313,BLAIR WILLIAM NEW WORLD VENTURES LP
BLUE OWL CAPITAL CORPORATION,1,financial_151,BLUE OWL CAPITAL CORP
"BLUE TORCH MEDICAL TECHNOLOGIES, INC.",1,financial_152,BLUE TORCH FINANCE LLC
BLUECREST VENTURE FINANCE MASTER FUND LIMITED,1,financial_2326,BLUECREST VENTURE FINANCE MASTER FUND LTD
"BMO HARRIS BANK N.A., (SUCCESSOR-BY-MERGER TO M&I MARSHALL & ILSLEY BANK)",1,financial_154,BMO HARRIS BANK NA
"BMO HARRIS BANK N.A., SUCCESSOR BY MERGER TO M & I MARSHALL & ILSLEY BANK, SUCCESSOR TO EXCEL BANK MINNESOTA",1,financial_154,BMO HARRIS BANK NA
BNP PARIBAS S.A.,1,financial_5516,BNP PARIBAS
"BNP PARIBAS, F/K/A BANQUE PARIBAS",1,financial_5516,BNP PARIBAS
BOBCO ACQUISITION CORP.,1,financial_2344,BOBCO ACQUISITION CORP
"BOOKER, SHON KEITH",1,financial_2355,BOOKER SHON KEITH
BOSTON SCIENTIFIC NEUROMODULATION CORPORATION (F/K/A ADVANCED BIONICS CORPORATION),1,financial_2361,BOSTON SCIENTIFIC CORP
"BOVAY NORTHWEST, INC. (WA CORPORATION)",1,financial_2366,BOVAY NORTHWEST INC WA CORP
BRANCH BANKING AND TRUST COMPANY OF VIRGINIA,1,financial_162,BANKING &
"BRANCH FAMILY DEVELOPMENT, LLC",1,financial_2384,BRANCH FAMILY DEVELOPMENT LLC
BRANSON LINDLEY S.,1,financial_163,BRANSON LINDLEY S
"BRANSON, LINDLEY S. TRUSTEE",1,financial_163,BRANSON LINDLEY S
"BREGMAN, HOWARD",1,financial_2402,BREGMAN HOWARD
"BRISTOL INVESTMENT FUND, LTD.",1,financial_170,BRISTOL INVESTMENT FUND C O BRISTOL CAPITAL ADVISORS
"BROADOAK CAPITAL PARTNERS, LLC",1,financial_172,BROADOAK CAPITAL PARTNERS LLC
"BROADOAK FUND IV, LLC",1,financial_173,BROADOAK FUND V
"BROCADE COMMUNICATIONS SYSTEMS, INC.",1,financial_2430,BROCADE COMMUNICATIONS SYSTEMS INC
"BROOKS AUTOMATION, INC.",1,financial_2434,BROOKS AUTOMATION INC
"BRW GROUP, INC. (DE CORPORATION)",1,financial_2449,BRW GROUP INC DE CORP
"BRW/HAZELET & ERDAL OF MICHIGAN, INC. (MI CORPORATION)",1,financial_2450,BRW HAZELET & ERDAL OF OHIO OH CORP
"BRW/HAZELET & ERDAL OF OHIO, INC. (OH CORPORATION)",1,financial_2450,BRW HAZELET & ERDAL OF OHIO OH CORP
"BSP AGENCY, LLC AS SUCCESSOR AGENT TO BUSINESS DEVELOPMENT CORPORATION OF AMERICA, AS ADMINISTRATIVE AGENT",1,financial_176,BSP AGENCY LLC
"BSP AGENCY, LLC, AS AGENT",1,financial_176,BSP AGENCY LLC
BT COMMMERCIAL CORPORATION,1,financial_177,BT COMMERCIAL CORP
BTMU CAPITAL CORPORATION (F/K/A BOT FINANCIAL CORPORATION),1,financial_2473,BTMU CAPITAL CORP F K A BOT FINANCIAL CORP
"BURDETTE MEDICAL SYSTEMS, INC.",1,financial_2479,BURDETTE MEDICAL SYSTEMS INC
C13 THERMO LLC,1,financial_2520,C13 THERMO LLC
CA-GATEWAY,1,financial_5517,CA-GATEWAY
CALBIOCHEM NOVABIOCHEM CORP.,1,financial_2534,CALBIOCHEM NOVABIOCHEM CORP
"CALIENT HOLDINGS, LLC",1,financial_2535,CALIENT HOLDINGS LLC
CALIFORNIA CAPITAL EQUITY LLC,1,financial_2537,CALIFORNIA CAPITAL EQUITY LLC
CALLIOPE CAPITAL CORPORATION,1,financial_192,CALLIOPE CAPITAL CORP C O LAURUS CAPITAL MANAGEMENT LLC
"CALYON, AS AGENT (AS SUCCESSOR BY MERGER TO CREDIT AGRICOLE INDOSUEZ)",1,financial_2550,CALYON AS SUCCESSOR BY MERGER TO CREDIT AGRICOLE INDOSUEZ
CAMBRIDGE SAVINGS BANK,1,financial_2552,CAMBRIDGE SAVINGS BANK
"CAPITAL PRESERVATION SOLUTIONS,",1,financial_205,CAPITAL PRESERVATION SOLUTIONS
CAPITAL SOURCE FINANCE LLC,1,financial_207,CAPITAL SOURCE FINANCE LLC
CAPITAL SOUTH PARTNERS FUND II LIMITED PARTNERSHIP,1,financial_5563,CAPITAL SOUTH PARTNERS FUND II LTD PARTNERSHIP
"CAPITOL CASTINGS ACQUISITION, INC.",1,financial_2623,CAPITOL CASTINGS ACQUISITION INC
"CARR, ALAN G.",1,financial_2646,CARR ALAN G
CARSON PRODUCTS COMPANY,1,financial_2649,CARSON PRODUCTS CO
"CASCADIA PACIFIC II, LLC",1,financial_2652,CASCADIA PACIFIC II LLC
"CASCO NORTHERN BANK, N.A.",1,financial_2656,CASCO NORTHERN BANK NA
CASTLEMAN FAMILY FOUNDATION,1,financial_2662,CASTLEMAN FAMILY FOUNDATION
"CATHAY UNITED BANK COMPANY LIMITED, HONG KONG BRANCH, AS SECURITY AGENT",1,financial_214,CATHAY UNITED BANK CO
"CATHAY UNITED BANK COMPANY, LIMITED",1,financial_214,CATHAY UNITED BANK CO
CCFL SUBORDINATED DEBT FUND (II) LIMITED PARTNERSHIP,1,financial_2669,CCFL SUBORDINATED DEBT FUND II LTD PARTNERSHIP
CEDARA SOFTWARE (USA) LIMITED,1,financial_2676,CEDARA SOFTWARE CORP
"CEE, VICTOR J",1,financial_2677,CEE VICTOR J
"CELL SIGNALING TECHNOLOGY, INC.",1,financial_2680,CELL SIGNALING TECHNOLOGY INC
CELTIC BANK CORPORATION,1,financial_2681,CELTIC BANK CORP
CGI CAPITAL MARKETS LLC,1,financial_2715,CGI CAPITAL MARKETS LLC
"CHAKKA, NAGASREE",1,financial_2718,CHAKKA NAGASREE
"CHARTER ONE BANK, F.S.B.",1,financial_2730,CHARTER ONE BANK F S B
"CHASE MANHATTAN BANK, THE AS ADMINISTRATIVE AGENT",1,financial_231,CHASE MANHATTAN BANK
"CHASE MANHATTAN BANK, THE AS AGENT, A BANKING CORPORATION OF NEW YORK",1,financial_231,CHASE MANHATTAN BANK
"CHASE MANHATTAN BANK, THE F/K/A/ CHEMICAL BANK, AS COLLATERAL AGENT",1,financial_231,CHASE MANHATTAN BANK
"CHASE MANHATTAN BANK, THE, F/K/A CHEMICAL BANK, AS COLLATERAL AGENT",1,financial_231,CHASE MANHATTAN BANK
CHEMICAL BANK (AS AGENT),1,financial_234,CHEMICAL BANK
"CHEMICAL BANK, A NY BANK CORP.",1,financial_234,CHEMICAL BANK
"CHEMICAL BANK, A NY BANKING CORP.",1,financial_234,CHEMICAL BANK
"CHEMICAL BANK, AS ADMINISTRATIVE AGENT",1,financial_234,CHEMICAL BANK
"CHESTNUT CAPITAL INVESTMENT INTERNATIONAL III, L.P.",1,financial_236,CHESTNUT CAPITAL INVESTMENT INTERNATIONAL III
"CHESTNUT CAPITAL INVESTMENT INTERNATIONAL III, L.P. LATE STAGE FUND 1990 LATE STAGE FUND 1991",1,financial_236,CHESTNUT CAPITAL INVESTMENT INTERNATIONAL III
"CHUNGWHA GENERAL TRADING CO., LTD.",1,financial_2837,CHUNGWHA GENERAL TRADING CO LTD
"CHURCHILL AGENCY SERVICES LLC, AS ADMINISTRATIVE AGENT",1,financial_240,CHURCHILL AGENCY SERVICES LLC
"CHURCHILL CAPITAL PARTNERS IV, L.P.",1,financial_241,CHURCHILL CAPITAL PARTNERS III
CIRILIUM CORPORATION,1,financial_2858,CIRILIUM CORP
"CIT BANK, N.A. (FORMERLY KNOWN AS ONE WEST BANK, N.A.), AS AGENT",1,financial_243,CIT BANK NA
CIT FINANCIAL USA INC.,1,financial_2866,CIT FINANCIAL USA INC
CIT GROUP/BUSINESS CREDIT INC.,1,financial_244,CIT GROUP BUSINESS CREDIT
"CIT GROUP/BUSINESS CREDIT, INC., THE, A NY CORP.",1,financial_244,CIT GROUP BUSINESS CREDIT
"CIT GROUP/CREDIT FINANCE, INC., THE A DE CORP.",1,financial_244,CIT GROUP BUSINESS CREDIT
"CIT/GROUP/BUSINESS CREDIT, INC., THE",1,financial_244,CIT GROUP BUSINESS CREDIT
"CITIBANK N.A., NEW YORK BRANCH",1,financial_251,CITIBANK NA
"CITICORP NORTH AMERICA, INC., SOLELY IN ITS CAPACITY AS ADMINISTRATIVE AGENT",1,financial_5518,CITICORP NORTH AMERICA
"CITICORP VENTURE CAPITAL, LTD.",1,financial_5518,CITICORP NORTH AMERICA
"CITIZENS AND SOUTHERN NATIONAL BANK, THE",1,financial_253,CITIZENS & SOUTHERN GEORGIA NA SECURITY FOR THE BENEFIT OF FIRST NATIONAL BANK OF CHICAGO THE SEE DOCUMENT FOR OTHER ASSIGNORS
"CITIZENS BANK (FORMERLY KNOWN AS RBS CITIZENS, N.A.)",1,financial_254,CITIZENS BANK NA
CITIZENS BANK NEW HAMPSHIRE,1,financial_254,CITIZENS BANK NA
"CITIZENS BANK, N.A. F/K/A RBS CITIZENS, NATIONAL ASSOCIATION",1,financial_254,CITIZENS BANK NA
"CLAYTON, DUBILIER & RICE FUND VI LIMITED PARTNERSHIP",1,financial_259,CLAYTON DUBILIER & RICE FUND VI PARTNERSHIP
"CLEARSTONE VENTURE PARTNERS II-A, L.P.",1,financial_261,CLEARSTONE VENTURE PARTNERS II-A
"CLEARSTONE VENTURE PARTNERS II-B, L.P.",1,financial_261,CLEARSTONE VENTURE PARTNERS II-A
"CLEARSTONE VENTURE PARTNERS II-C, L.P.",1,financial_261,CLEARSTONE VENTURE PARTNERS II-A
CLEVELAND WRECKING COMPANY (CA CORPORATION),1,financial_3007,CLEVELAND WRECKING CO CA CORP
"CLIFFORD, ROBERT",1,financial_3008,CLIFFORD ROBERT
CLMG CORP.,1,financial_3010,CLMG CORP
"COAST BUSINESS CREDIT, A DIVISION OF SOUTHERN PACIFIC THRIFT & LOAN ASSOCIATION",1,financial_264,COAST BUSINESS CREDIT
"COBANK, ACB",1,financial_265,COBANK ACB
CODA-GARGOYLES LLC,1,financial_3027,CODA-GARGOYLES LLC
COLLEGE OF ENGINEERING UNIVERSITY OF MIAMI BY NORMAN G. EINSPRUCH,1,financial_3040,COLLEGE OF ENGINEERING UNIVERSITY OF MIAMI BY NORMAN G EINSPRUCH
"COLOR CAVE, INC. (CA CORPORATION)",1,financial_3043,COLOR CAVE INC CA CORP
"COLORADO NATIONAL BANK OF DENVER, THE",1,financial_268,COLORADO NATIONAL BANK OF DENVER
"COLTON, JOHN J.",1,financial_3045,COLTON JOHN J
"COLUMBIA PARTNERS, L.L.C., AS AGENT AND INVESTMENT MANAGER",1,financial_269,COLUMBIA PARTNERS LLC INVESTMENT MANAGEMENT
COMERCIA BANK-CALILFORNIA,1,financial_271,COMERCIA BANK-CALIFORNIA SUCCESSOR IN INTEREST TO IMPERIAL BANK
"COMERIA BANK-CALIFORNIA, A SUCCESSOR IN INTEREST TO IMPERIAL BANK",1,financial_3048,COMERIA BANK-CALIFORNIA A SUCCESSOR IN INTEREST TO IMPERIAL BANK
COMERICA BANK AS ADMINISTRATIVE AGENT,1,financial_117,COMERICA BANK
COMERICA BANK SUCCESSOR IN INTEREST TO COMERICA BANK-CALIFORNIA,1,financial_117,COMERICA BANK
"COMERICA BANK, A TEXAS BANKING ASSOCIATION AND AUTHORIZED FOREIGN BANK UNDER THE BANK ACT, FORMERLY A MICHIGAN BANKING CORPORATION",1,financial_117,COMERICA BANK
"COMERICA BANK, AS AGENT, A TEXAS BANKING ASSOCIATION",1,financial_117,COMERICA BANK
"COMERICA BANK, SUCCESSOR BY MERGER TO COMERICA BANK-CALIFORNIA, SUCCESSOR BY MERGER TO IMPERIAL BANK",1,financial_117,COMERICA BANK
"COMERICA BANK, SUCCESSOR BY MERGER TO COMERICA BANK-CALIFORNIA, SUCCESSOR IN INTEREST TO IMPERIAL BANK",1,financial_117,COMERICA BANK
"COMERICA BANK, SUCCESSOR IN INTEREST TO COMERICA BANK-CALIFORNIA",1,financial_117,COMERICA BANK
"COMERICA BANK,SUCCESSOR BY MERGER TO COMERICA BANK-CALIFORNIA",1,financial_117,COMERICA BANK
COMERICA BANK-CALIFORNIA AS SUCCESSOR TO IMPERIAL BANK (CA CORPORATION0,1,financial_117,COMERICA BANK
COMERICA BANK-CALIFORNIA SUCCESSOR BY MERGER TO IMPERIAL BANK,1,financial_117,COMERICA BANK
"COMMERCIAL BRIDGE CAPITAL, LLC",1,financial_3050,COMMERCIAL BRIDGE CAPITAL LLC
"COMMERICA BANK-DETROIT, (FORMELY THE DETROIT BANK AND TRUST COMPANY) AGENT",1,financial_3052,COMMERICA BANK-DETROIT FORMELY THE DETROIT BANK & TRUST CO AGENT
"COMMERZBANK AG, LUXEMBOURG BRANCH, AS SECURITY AGENT",1,financial_273,COMMERZBANK FILIALE LUXEMBURG
"COMVEST CAPITAL II, L.P.",1,financial_281,COMVEST CAPITAL LLC
"CONGRESS FINANCIAL CORPORATION (CENTRAL), AN IL CORP.",1,financial_284,CONGRESS FINANCIAL CORP
CONGRESS FINANCIAL CORPORATION (MIDWEST),1,financial_284,CONGRESS FINANCIAL CORP
CONGRESS FINANCIAL CORPORATION (SOUTHERN),1,financial_284,CONGRESS FINANCIAL CORP
"CONGRESS FINANCIAL CORPORATION, A CORPORATION OF DELAWARE",1,financial_284,CONGRESS FINANCIAL CORP
CONNECTICUT NATIONAL BANK,1,financial_285,CONNECTICUT NATIONAL BANK THEAS
"CONNECTICUT NATIONAL BANK, THE, (A NATIONAL BANKING ASSOCIATION)",1,financial_285,CONNECTICUT NATIONAL BANK THEAS
"CONSOLIDATED EDISON SOLUTIONS, INC.",1,financial_5571,CONSOLIDATED EDISON SOLUTIONS INC
"CONTINENTAL BANK, N. A.",1,financial_288,CONTINENTAL BANK NA
"CONTINENTAL BANK, N.A., AS AGENT",1,financial_288,CONTINENTAL BANK NA
CONTINENTAL ILLINOIS NATIONAL BANK AND TRUST COMPANY,1,financial_288,CONTINENTAL BANK NA
"CONTRACTING RESOURCES INTERNATIONAL, INC. (DE CORPORATION)",1,financial_3133,CONTRACTING RESOURCES INTERNATIONAL INC DE CORP
CONTRESS FINANCIAL CORPORATION (CENTRAL),1,financial_3140,CONTRESS FINANCIAL CORP CENTRAL
"CONWELL, BILL",1,financial_3145,CONWELL BILL
"COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK, B.A.",1,financial_294,COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK B A RABOBANK NEDERLAND NEW YORK
"COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK, B.A., ""RABOBANK INTERNATIONAL,"" NEW YORK BRANCH",1,financial_294,COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK B A RABOBANK NEDERLAND NEW YORK
"COOPERATIEVE RABOBANK U.A., NEW YORK BRANCH (FORMERLY KNOWN AS COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK B.A., (""RABOBANK INTERNATIONAL""), NEW YORK BRANCH)",1,financial_294,COOPERATIEVE CENTRALE RAIFFEISEN-BOERENLEENBANK B A RABOBANK NEDERLAND NEW YORK
COOPERSURGICAL INC.,1,financial_3165,COOPERSURGICAL INC
CORE INTELLECTUAL PROPERTIES HOLDINGS LLC,1,financial_3174,CORE INTELLECTUAL PROPERTIES HOLDINGS LLC
"CORESTATES BANK, N.A.*",1,financial_296,CORESTATES BANK NA
CORPORATE SAFE SPECIALISTS,1,financial_3181,CORPORATE SAFE SPECIALISTS
CORTLAND CAPTIAL MARKET SERVICES LLC,1,financial_298,CORTLAND CAPITAL MARKET SERVICES LLC
"CORVITA EUROPE, S.A. BY HERBERT KONTGES, MANAGING DIRECTOR",1,financial_3185,CORVITA EUROPE SA BY HERBERT KONTGES MANAGING DIRECTOR
"COSMEDERM TECHNOLOGIES, INC.",1,financial_3187,COSMEDERM TECHNOLOGIES INC
COTY US HOLDINGS INC.,1,financial_300,COTY US HOLDINGS
"COX COMMUNICATIONS HOLDING, INC.",1,financial_3201,COX COMMUNICATIONS HOLDING INC
CPPIB CREDIT EUROPE S.À R.L.,1,financial_5572,CPPIB CREDIT EUROPE S À R L
"CRANSHIRE CAPITAL, L.P.",1,financial_303,CRANSHIRE CAPITAL
"CRAWFORD, MARK L.",1,financial_3210,CRAWFORD MARK L
CRAWLEY PETROLEUM CORPORATION,1,financial_3211,CRAWLEY PETROLEUM CORP
CREDIT LYONNAIS CAYMAN ISLAND BRANCH,1,financial_307,CREDIT LYONNAIS
"CREDIT LYONNAIS NEW YORK BRANCH, AS AGENT FOR THE BENEFIT OF CERTAIN LENDERS AND BANKS",1,financial_307,CREDIT LYONNAIS
"CREDIT SUISSE (FORMERLY CREDIT SUISSE FIRST BOSTON), AS AGENT",1,financial_309,CREDIT SUISSE
CREDIT SUISSE AG (F/K/A CREDIT SUISSE FIRST BOSTON),1,financial_309,CREDIT SUISSE
"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH (FORMERLY, CREDIT SUISSE, CAYMAN ISLANDS BRANCH)",1,financial_309,CREDIT SUISSE
"CREDIT SUISSE AG, CAYMAN ISLANDS BRANCH, AS FIRST LIEN COLLATERAL AGENT",1,financial_309,CREDIT SUISSE
"CREDIT SUISSE AG, CAYMAND ISLANDS BRANCH, AS COLLATERAL AGENT",1,financial_309,CREDIT SUISSE
"CREDIT SUISSE FIRST BOSTON, ACTING THROUGH ITS CAYMAN ISLANDS BRANCH,AS COLLATERAL AGENT",1,financial_309,CREDIT SUISSE
"CREDIT SUISSE FIRST BOSTON, AS ADMINISTRATIVE AGENT",1,financial_309,CREDIT SUISSE
"CREDIT SUISSE FIRST BOSTON, AS COLLATERAL/ADMINISTRATIVE AGENT",1,financial_309,CREDIT SUISSE
"CREDIT SUISSE FIRST BOSTON, AS SECOND LIEN COLLATERAL AGENT",1,financial_309,CREDIT SUISSE
"CREDIT SUISSE INTERNATIONAL, AS COLLATERAL AGENT",1,financial_309,CREDIT SUISSE
"CREDIT SUISSE, ADMINISTRATIVE AGENT",1,financial_309,CREDIT SUISSE
"CREDIT SUISSE, CAYMAN ISLANDS BRANCH (FORMERLY KNOWN AS CREDIT SUISSE FIRST BOSTON) AS COLLATERAL AGENT",1,financial_309,CREDIT SUISSE
"CREDIT SUISSE, CAYMAN ISLANDS BRANCH, AS TERM COLLATERAL AGENT",1,financial_309,CREDIT SUISSE
"CREDIT SUISSE, CAYMAN ISLANDS BRANCH, F.K.A. CREDIT SUISSE FIRST BOSTON",1,financial_309,CREDIT SUISSE
"CRESTLINE DIRECT FINANCE, L.P.",1,financial_313,CRESTLINE DIRECT FINANCE
CRG PARTNERS III (CAYMAN) L.P.,1,financial_314,CRG PARTNERS III
"CRG PARTNERS III - PARALLEL FUND ""A"" L.P.",1,financial_314,CRG PARTNERS III
CRG PARTNERS III L.P.,1,financial_314,CRG PARTNERS III
CROSSFIRST BANK,1,financial_3330,CROSSFIRST BANK
"CROUCH, JOHN S.",1,financial_3333,CROUCH JOHN S
"CTBC BANK CO., LTD. (F/K/A CHINATRUST COMMERCIAL BANK, LTD.)",1,financial_3346,CTBC BANK CO LTD F K A CHINATRUST COMMERCIAL BANK LTD
"CUSHING, TIMOTHY D",1,financial_3352,CUSHING TIMOTHY D
"CUSTOM PROFILE HOLDINGS, INC. AND CUP ACQUISITION, LLC",1,financial_3353,CUSTOM PROFILE HOLDINGS INC & CUP ACQUISITION LLC
CYPRESS BIOSCIENCE INC.,1,financial_320,CYPRESS BIOSCIENCE
D & W III INTERNATIONAL INVESTORS PARTNERSHIP,1,financial_324,D & W III INTERNATIONAL INVESTORS PARTNERSHIP
"D. E. DURAND FAMILY LIMITED PARTNERSHIP, SECURED PARTY IN POSSESSION",1,financial_326,D E SHAW DIRECT CAPITAL PORTFOLIOS LLC
"D.B. ZWIRN SPECIAL OPPORTUNITIES FUND, L.P.",1,financial_325,D B ZWIRN FINANCE LLC
"DAMES & MOORE AMERICA, L.P. (CA CORPORATION)",1,financial_330,DAMES & MOORE DE CORP
"DAMES & MOORE FOREIGN BRANCH OPERATIONS, INC. (DE CORPORATION)",1,financial_330,DAMES & MOORE DE CORP
"DAMES & MOORE GROUP (NY),INC.(NY CORPORATION)",1,financial_330,DAMES & MOORE DE CORP
DAMES & MOORE SERVICING COMPANY (CA CORPORATION),1,financial_330,DAMES & MOORE DE CORP
DAMES & MOORE VENTURES (CA CORPORATION),1,financial_330,DAMES & MOORE DE CORP
"DAMES & MOORE, INC.(DE CORPORATION)",1,financial_330,DAMES & MOORE DE CORP
DATA CRITICAL CORP.,1,financial_3392,DATA CRITICAL CORP
"DAVEY TREE EXPERT COMPANY, THE",1,financial_331,DAVEY TREE EXPERT CO
"DAVIS, TUTTLE VENTURE PARTNERS, L.P.",1,financial_3407,DAVIS TUTTLE VENTURE PARTNERS LP
"DEBT ACQUISITION COMPANY OF AMERICA V, LLC",1,financial_3414,DEBT ACQUISITION CO OF AMERICA V LLC
"DECATHLON ALPHA, L.P.",1,financial_3416,DECATHLONALPHA LP
DECISIONQUEST INC. (CA CORPORATION),1,financial_3417,DECISIONQUEST INC CA CORP
"DEER PARK INVESTORS, LLC",1,financial_3420,DEER PARK INVESTORS LLC
"DEERPATH CAPITAL II, LP",1,financial_342,DEERPATH CAPITAL II
"DEERPATH FUND SERVICES, LLC",1,financial_3424,DEERPATH FUND SERVICES LLC
"DELAWARE CAPITAL FORMATION, INC.",1,financial_343,DELAWARE CAPITAL FORMATION
DELAWARE TRUST COMPANY,1,financial_344,DELAWARE
"DELTA OPPORTUNITY FUND, LTD",1,financial_345,DELTA OPPORTUNITY FUND
"DEMA, JOHN K",1,financial_346,DEMA JOHN K
"DENT, DAVID",1,financial_3442,DENT DAVID
"DEPOMED, INC.",1,financial_3446,DEPOMED INC
DESTINY VENTURES LLC,1,financial_3452,DESTINY VENTURES LLC
"DEUTSCHE BANK AG, LONDON BRANCH, AS INTERCOMPANY BRIDGE COLLAGERAL AGENT",1,financial_350,DEUTSCHE BANK
"DEUTSCHE BANK AG, NEW YORK BRANCH, (""AGENT"")",1,financial_350,DEUTSCHE BANK
"DEUTSCHE BANK AG, STUTTGART, GERMANY",1,financial_350,DEUTSCHE BANK
"DEUTSCHE BANK COMPANY AMERICAS, A NEW YORK BANKING CORPORATION, AS SECURITY AGENT",1,financial_350,DEUTSCHE BANK
DEUTSCHE BANK TRUST COMPANY AMERICAS (FORMERLY BANKERS TRUST COMPANY),1,financial_350,DEUTSCHE BANK
"DEUTSCHE BANK TRUST COMPANY AMERICAS, AS SECURITY AGENT",1,financial_350,DEUTSCHE BANK
DEUTSCHE FINANCIAL SERVICES CORPORATION,1,financial_351,DEUTSCHE FINANCIAL SERVICES CORP
"DIGITAL CHOCOLATE, INC.",1,financial_3474,DIGITAL CHOCOLATE INC
DIMENSION ENGINEERING LLC,1,financial_3480,DIMENSION ENGINEERING LLC
DIRECTOR OF DEVELOPMENT OF THE STATE OF OHIO,1,financial_356,DIRECTOR OF DEVELOPMENT OF THE STATE OF OHIO
"DLJ VENTURE CAPITAL FUND II, L.P.",1,financial_358,DLJ VENTURE CAPITAL FUND II A DE PARTNERSHIP
"DM INVESTORS, INC. (DE CORPORATION)",1,financial_3492,DM INVESTORS INC DE CORP
"DMK LLC, AS COLLATERAL AGENT",1,financial_3496,DMK LLC
"DNB BANK ASA, AS AGENT",1,financial_359,DNB BANK NEW YORK
"DNB BANK ASA, SWEDEN BRANCH",1,financial_359,DNB BANK NEW YORK
DOMINION VENTURE FINANCE LLC,1,financial_3510,DOMINION VENTURE FINANCE LLC
"DONALD J. AND MARY ELLEN FLEISCHLI, TRUSTEES FOR D.J.F. HOLDINGS, INC.",1,financial_3514,DONALD J & MARY ELLEN FLEISCHLI TRUSTEES FOR D J F HOLDINGS INC
"DORRANCE STREET CAPITAL ADVISOR, L.L.C.",1,financial_363,DORRANCE STREET CAPITAL ADVISORS LLC A DELAWARE LIABILITY CO
"DOUBLE DOWN ASSET MANAGEMENT, LLC",1,financial_3521,DOUBLE DOWNASSET MANAGEMENT LLC
DOUGERY & WILDER III,1,financial_3522,DOUGERY & WILDER III
"DOVER DIVERSIFIED, INC.",1,financial_3525,DOVER DIVERSIFIED INC
"DQ SQUARED, INC. (CA CORPORATION)",1,financial_3532,DQ SQUARED INC CA CORP
"DRAPER FISHER JURVETSON GOTHAM INVESTMENTS, LLC",1,financial_366,DRAPER FISHER JURVETSON GOTHAM VENTURE FUND
"DRAPER FISHER JURVETSON GOTHAM VENTURE FUND, L.P.",1,financial_366,DRAPER FISHER JURVETSON GOTHAM VENTURE FUND
